customer_rank,arrears_at,identified_doc,career,pref,sex,region,bill_updage_count,id,domain,campaign,contract_type,entry_age,age,payway,arrears_count,amount,paid_flg,selling_method
50,99,1,11,**,2,T,0,983605550,0,L,1,64,66,4,0,4560,0,1
60,99,1,11,6,1,H,1,952185601,0,a,1,37,43,2,0,10012,0,1
110,99,1,#,11,2,T,0,956367680,0,L,1,43,51,4,0,38800,0,1
30,99,1,12,**,1,T,1,257006980,0,a,1,41,41,4,0,1998,0,1
130,99,1,#,38,2,S,0,403509190,0,a,1,45,58,4,0,6353,0,1
100,99,1,11,33,1,N,1,986503021,0,L,1,46,48,4,0,700,0,1
2,99,1,11,**,2,K,0,242738295,0,L,1,34,5,3,0,1120,1,1
60,99,1,#,**,1,T,1,303295662,0,L,1,8,27,2,0,41115,0,1
0,3,6,12,23,2,C,1,987455268,0,L,1,24,25,4,6,4998,1,1
10,7,99,#,5,2,H,0,204228174,0,L,1,40,54,2,6,895,1,1
100,99,1,#,**,2,K,0,245793247,500,L,1,51,51,4,0,2128,0,1
110,99,1,12,**,1,T,1,979304976,0,L,1,37,42,4,0,226,0,1
30,6,1,11,1,2,D,1,997128983,0,a,1,20,23,4,1,9240,0,1
70,99,1,#,4,1,H,1,205130676,0,a,1,19,30,2,0,3685,0,1
80,99,1,11,46,2,Q,1,988527028,0,L,1,30,31,4,0,1940,0,1
50,99,1,#,28,2,K,1,971999103,0,a,1,57,63,4,0,594,0,1
3,7,8,12,40,2,Q,0,245968728,0,a,1,16,19,4,6,1920,0,1
50,99,1,#,4,1,H,0,251521817,0,L,1,30,30,4,0,2900,0,1
100,99,1,#,7,2,H,0,200774624,0,L,1,35,49,4,0,518,0,1
60,99,1,#,34,2,N,0,977690134,0,L,1,22,27,2,0,400,0,1
150,99,1,#,44,2,Q,0,900651970,0,L,1,24,43,4,0,720,0,1
80,99,6,#,14,2,T,1,305867259,0,9,1,28,43,4,0,1058,0,0
120,99,99,#,13,2,T,0,324299875,0,L,1,27,42,4,0,1680,0,1
5,99,1,#,**,2,T,1,253672884,500,L,1,42,42,2,0,1350,0,1
100,99,1,#,22,1,C,0,506307730,0,L,1,34,52,4,0,908,0,1
70,99,1,#,12,2,T,0,957851633,0,L,1,34,40,2,0,2160,0,1
90,99,1,11,8,1,T,0,979232228,0,a,1,36,41,4,0,21760,0,1
3,6,17,#,34,1,N,1,946937637,0,L,1,19,25,2,7,999,0,1
50,99,17,#,8,2,T,1,963194596,0,L,1,17,22,2,0,240,0,1
90,99,1,12,27,2,K,1,992736390,0,L,1,29,30,4,0,980,0,1
50,99,1,12,44,2,Q,1,248432856,0,a,1,23,25,2,0,400,0,1
10,3,1,#,**,1,T,0,944079801,0,L,1,19,26,2,4,3640,0,1
70,99,28,#,40,2,Q,1,952888642,0,a,1,15,23,4,0,1007,0,1
3,4,27,12,11,1,T,1,241437556,0,L,1,27,27,3,9,3000,1,1
50,99,1,#,29,2,K,0,251817088,0,L,1,26,26,2,0,370,0,1
50,99,1,#,5,1,H,0,204426615,0,L,1,15,64,4,0,2520,0,0
0,4,1,#,**,2,K,0,606084109,0,L,1,17,31,2,8,3780,1,1
100,99,6,#,13,1,T,0,308597580,0,L,1,37,46,4,0,100,0,1
100,99,1,#,25,2,K,0,944437169,0,L,1,22,28,2,0,324,0,1
100,99,99,#,13,2,T,0,324202786,0,a,1,21,39,4,0,324,0,1
100,99,1,#,27,2,K,0,614667592,0,L,1,25,40,4,0,302,0,1
60,99,1,11,5,2,H,1,254985344,0,a,1,32,32,4,0,999,0,1
10,5,1,#,40,2,Q,2,941231241,0,L,1,43,50,2,1,1007,1,1
100,7,1,11,3,2,H,0,954551214,0,L,1,22,28,2,1,392,0,1
90,99,1,#,12,1,T,1,327574429,0,L,1,27,38,4,0,81903,0,1
0,3,28,#,22,2,C,1,248742838,500,L,1,23,23,2,1,1000,1,1
100,99,1,12,**,2,C,1,948382323,0,L,1,23,29,90,0,226,0,1
10,6,8,#,11,1,T,1,962342444,0,L,1,34,38,2,5,2000,0,1
10,3,1,#,34,2,T,0,952196766,0,a,1,23,30,3,1,600,0,1
30,99,12,#,26,2,K,1,248745585,0,a,1,59,59,2,0,4137,0,1
70,99,1,#,13,2,T,1,315983482,0,L,1,40,51,2,0,630,0,1
100,99,1,12,**,2,K,0,986720311,0,L,1,51,55,4,0,324,0,1
100,3,20,11,13,1,T,0,328371585,0,L,1,23,33,2,4,324,0,1
70,99,1,#,24,1,C,1,507927375,0,a,1,31,45,2,0,870,0,1
20,99,99,#,14,1,T,1,953297805,0,L,1,39,18,4,0,2000,0,1
10,5,8,#,13,1,Q,1,990131434,0,a,1,18,21,3,7,5000,0,1
100,99,1,12,1,2,D,0,965278114,0,a,1,39,45,4,0,120,0,1
100,99,1,11,40,1,Q,0,955060588,0,a,1,28,36,4,0,540,0,1
100,99,1,12,40,1,H,1,940636814,0,L,1,36,42,4,0,1430,0,1
90,99,99,#,44,2,Q,2,953466746,0,a,1,42,23,4,0,5358,0,1
60,99,8,11,14,2,T,0,989271011,0,L,1,36,37,4,0,560,0,1
3,99,1,11,**,1,K,0,962067521,0,L,1,44,18,4,0,2380,0,1
60,99,1,11,12,1,T,1,960959576,0,L,1,32,36,2,0,2200,0,1
50,99,1,12,12,1,T,0,989789958,500,L,1,57,60,4,0,619,0,1
100,99,1,12,22,2,T,0,944147567,0,a,1,22,31,90,0,240,0,1
100,99,10,12,27,2,K,0,983207354,500,L,1,49,54,4,0,120,0,1
40,10,1,#,23,2,C,0,503215004,0,L,1,29,48,2,3,2770,0,1
3,10,17,#,13,1,T,1,954031128,0,a,1,17,25,2,3,2187,0,1
0,4,1,12,13,1,T,1,307929727,0,L,1,29,39,2,3,2678,0,1
50,99,1,#,22,2,C,1,959199622,0,L,1,24,29,2,0,654,0,1
100,99,99,#,9,2,T,0,314244216,0,L,1,34,49,4,0,324,0,1
90,99,1,12,27,1,T,0,988567069,0,a,1,38,42,4,0,1800,0,1
110,99,1,#,24,2,C,0,513166928,0,L,1,37,57,4,0,480,0,1
2,99,1,#,27,2,K,1,941447236,0,L,1,27,4,4,0,1100,0,1
10,3,1,#,43,1,Q,1,245754688,0,R,1,50,50,2,3,6766,0,1
130,99,1,#,13,2,K,0,603436024,0,L,1,22,40,4,0,432,0,1
100,99,1,11,**,2,T,1,946477682,0,L,1,24,31,4,0,5700,0,1
50,99,1,16,22,1,C,0,248967918,500,L,1,41,41,2,0,120,0,1
20,99,1,12,**,1,K,0,242887673,500,L,1,40,13,4,0,5280,0,1
80,99,1,12,**,1,Q,0,988635517,0,L,1,45,46,4,0,1,0,1
70,99,1,12,4,2,H,0,248642233,500,#,1,42,41,4,0,240,0,0
90,99,1,11,8,2,T,1,970627575,0,L,1,27,31,4,0,10811,0,1
80,99,1,11,39,2,S,0,255046383,500,9,1,29,29,4,0,324,0,#
80,99,1,#,13,2,T,1,313297847,0,L,1,28,49,2,0,25592,0,1
20,99,1,11,**,2,N,0,963659527,0,L,1,53,18,4,0,3180,0,1
80,99,1,16,14,1,T,1,984590329,500,L,1,33,38,4,0,2094,0,1
100,99,1,#,37,2,S,0,403259486,0,L,1,37,54,2,0,324,0,1
90,99,1,11,28,1,K,0,989620284,0,L,1,19,21,2,0,130,0,1
100,99,1,11,**,1,C,0,509093180,0,L,1,29,37,4,0,360,0,1
3,7,1,12,27,1,T,0,986819500,0,a,1,20,24,2,6,980,1,1
60,99,99,#,47,1,Q,1,959926512,0,L,1,39,43,2,0,10800,0,1
70,99,10,#,23,2,C,1,944465341,0,L,1,21,28,2,0,1007,0,1
100,99,1,#,**,2,K,0,243215562,500,L,1,45,46,3,0,1198,0,1
100,99,1,12,20,2,R,1,984875226,0,a,1,21,26,4,0,360,0,1
50,99,6,#,27,1,T,1,251160124,500,#,1,30,30,4,0,540,0,0
130,99,1,#,27,1,K,0,603287539,0,L,1,24,45,4,0,2400,0,1
120,99,99,#,13,2,T,0,313031819,0,L,1,34,53,4,0,100,0,1
20,99,1,11,**,1,Q,1,990285164,500,L,1,52,54,4,0,2397,0,1
10,10,8,#,23,1,C,0,949037451,0,L,1,34,39,2,3,5460,0,1
50,99,1,11,**,1,K,1,247444320,0,L,1,50,50,2,0,4002,0,1
110,99,17,11,27,2,K,1,946209102,0,L,1,19,26,4,0,1,0,1
20,99,1,#,40,1,Q,1,250216332,0,a,1,46,16,4,0,2678,0,1
50,99,1,12,28,1,T,1,974377894,0,L,1,69,72,2,0,594,0,1
80,99,1,11,28,2,K,0,953095161,0,L,1,18,23,2,0,640,0,1
100,99,1,11,**,1,T,0,960928281,0,L,1,37,41,4,0,324,0,1
100,99,1,12,26,2,K,1,990289331,0,L,1,23,24,4,0,140,0,1
90,99,1,12,14,2,T,0,250927314,500,L,1,28,28,4,0,240,0,1
80,99,8,11,13,2,T,1,966149883,0,L,1,26,31,4,0,1058,0,1
70,99,1,#,**,2,T,0,241289717,0,L,1,54,57,2,0,8000,0,1
90,99,1,#,23,2,C,0,507910984,0,a,1,45,59,4,0,250,0,1
100,99,1,#,22,1,T,0,328449741,0,L,1,28,36,4,0,540,0,1
3,10,1,12,14,1,T,0,976730245,0,a,1,50,56,2,3,324,0,1
100,99,1,11,12,2,T,0,954251751,0,L,1,30,35,4,0,324,0,1
3,9,1,#,**,1,C,0,948912020,0,L,1,23,29,2,4,2380,1,1
100,99,1,#,**,1,T,0,326788064,0,L,1,43,54,4,0,1110,0,1
80,99,1,#,14,1,T,0,956153073,0,L,1,53,57,4,0,2008,0,1
80,99,1,12,**,2,C,0,254997586,0,a,1,34,34,4,0,360,0,1
70,99,1,12,11,1,K,0,984203852,0,L,1,55,19,2,0,14080,0,1
100,99,1,12,13,2,T,0,940351567,0,L,1,36,46,4,0,3600,0,1
50,99,8,#,23,1,C,1,503601744,0,L,1,23,42,2,0,5573,0,1
100,99,1,#,17,2,R,0,981655140,0,a,1,15,20,4,0,324,0,1
90,99,1,#,26,1,Q,1,947155718,0,L,1,28,34,4,0,2988,0,1
100,99,1,#,27,2,K,0,966177302,0,L,1,35,41,2,0,626,0,1
80,99,1,11,37,2,T,1,975276882,0,L,1,25,28,4,0,226,0,1
80,99,1,#,13,2,T,0,244120295,0,L,1,35,35,4,0,20,0,1
50,99,2,#,1,1,D,1,103205654,0,L,1,29,47,2,0,980,0,1
80,99,1,#,14,2,T,1,251332920,500,L,1,54,55,4,0,540,0,1
30,99,1,11,**,1,T,0,249433746,0,L,1,46,46,4,0,250,0,1
50,99,1,11,**,2,D,1,961596835,0,L,1,57,61,2,0,1500,0,1
100,99,1,#,15,1,H,0,201344508,0,a,1,53,72,2,0,1944,0,1
100,99,1,#,8,1,T,0,306403711,0,L,1,15,54,2,0,4028,0,1
100,99,1,12,14,1,T,0,253812218,500,L,1,29,29,2,0,648,0,1
100,99,1,#,26,1,K,0,603619949,0,a,1,24,45,4,0,216,0,1
50,99,99,#,12,1,T,0,250966880,500,9,1,33,33,4,0,3500,0,#
3,3,11,#,17,1,R,1,700239072,0,a,1,17,38,2,10,1335,1,1
100,99,1,#,1,1,T,0,300759348,0,L,1,27,49,2,0,324,0,1
120,99,1,11,26,2,K,1,956252554,0,a,1,28,34,4,0,1007,0,1
100,99,99,#,40,1,Q,0,968025623,0,a,1,40,46,2,0,324,0,1
90,99,1,#,**,2,T,0,950115391,0,L,1,31,39,4,0,16800,0,1
80,99,1,#,13,1,T,1,316168111,0,L,1,29,43,2,0,6600,0,1
90,99,1,12,38,1,S,1,977500788,0,L,1,25,28,4,0,1080,0,1
100,99,1,11,**,2,T,0,982658702,0,a,1,43,21,4,0,120,0,1
100,99,1,#,14,2,T,0,313136311,0,a,1,19,40,2,0,324,0,1
80,99,1,#,14,1,T,0,988874834,0,L,1,38,39,4,0,1440,0,1
50,99,1,11,**,1,T,0,252892739,500,#,1,53,53,4,0,1,0,#
60,99,1,11,**,2,R,1,993863786,0,L,1,34,37,2,0,9660,0,1
100,99,99,#,22,#,T,0,515852335,0,L,2,999,0,2,0,324,0,1
90,99,1,12,28,2,K,0,990451791,0,L,1,42,43,4,0,730,0,1
100,99,17,#,7,1,H,0,953771058,0,L,1,15,21,4,0,1,0,1
100,99,1,11,**,2,T,1,951576139,0,L,1,20,28,4,0,972,0,1
20,99,1,11,**,1,N,0,248148344,500,L,1,38,16,2,0,1920,0,1
60,99,1,#,6,2,H,0,203202563,0,a,1,38,56,2,0,120,0,1
110,99,1,#,23,1,C,1,508613217,0,L,1,36,21,4,0,4500,0,1
100,10,1,#,11,1,T,0,324926639,0,L,1,33,47,2,3,556,1,1
100,99,1,#,2,1,H,0,204211170,0,a,1,30,44,4,0,205,0,1
90,99,1,12,13,1,T,0,987875402,0,L,1,28,32,4,0,1936,0,1
10,5,1,#,7,1,C,1,953379217,0,L,1,40,45,2,4,10000,0,1
100,99,1,#,13,2,T,0,318611350,0,L,1,33,41,4,0,3240,0,1
50,99,1,11,27,1,K,1,997212107,500,L,1,55,55,2,0,2000,0,1
50,99,1,#,**,1,K,1,982486866,0,L,1,62,64,2,0,3000,0,1
20,99,1,#,27,1,K,0,983720506,0,L,1,41,17,2,0,12000,0,1
100,10,6,11,27,2,T,0,948320132,0,L,1,55,62,2,3,108,1,1
100,99,1,11,**,2,T,0,962429617,0,L,1,49,53,2,0,432,0,1
100,99,1,#,**,2,C,0,506486926,0,L,1,11,27,2,0,324,0,1
100,99,99,#,35,2,N,0,801301465,0,L,1,36,53,2,0,302,0,1
50,99,1,#,42,1,T,1,328498477,0,L,1,23,30,3,0,980,0,1
2,99,1,12,27,2,K,0,979953256,0,L,1,34,10,3,0,1602,0,1
120,99,1,11,12,1,T,1,941998441,0,L,1,31,38,4,0,2040,0,1
20,99,1,#,40,1,Q,0,953609610,0,L,1,29,12,2,0,4880,0,1
50,99,1,11,27,1,T,1,978401039,0,L,1,21,24,3,0,2689,0,1
3,3,1,12,13,1,T,0,954405087,0,a,1,29,37,2,7,280,0,1
100,4,1,#,**,1,R,0,970124515,0,R,1,47,53,2,7,756,1,1
80,99,6,12,22,1,C,0,982378411,0,L,1,17,20,4,0,10500,0,1
3,4,1,#,11,1,T,1,249993362,0,a,2,999,999,2,7,563,0,1
80,99,1,12,40,1,Q,1,989661257,0,L,1,52,22,4,0,594,0,1
20,99,99,#,23,1,C,0,992206448,0,L,1,46,16,4,0,1,0,1
10,3,1,11,21,2,C,1,516131845,0,L,1,32,42,2,1,1274,0,1
100,99,8,#,5,1,H,0,966451771,0,a,1,14,21,2,0,324,0,1
100,99,1,#,**,2,C,0,507902642,0,L,1,37,49,90,0,6019,0,1
20,4,1,#,13,2,T,0,946392607,0,L,1,39,17,2,1,324,0,1
100,99,1,12,**,1,T,0,947823680,0,a,1,31,39,4,0,324,0,1
100,99,1,12,**,1,T,0,982197632,0,L,1,39,51,2,0,648,0,1
50,99,1,#,**,1,T,0,991420425,500,L,1,29,30,2,0,3500,0,1
70,99,1,#,**,1,T,0,248938698,0,L,1,35,35,4,0,1059,0,1
90,99,1,12,14,2,T,1,240123431,0,L,1,42,42,4,0,540,0,1
50,99,8,#,27,2,K,1,613506166,0,a,1,27,44,4,0,999,0,1
100,10,1,12,**,1,K,0,947641373,0,a,1,17,26,2,3,324,0,1
110,99,1,#,**,2,T,1,340383165,0,L,1,26,33,4,0,648,0,1
80,99,1,12,34,1,N,1,253350651,0,a,1,32,34,4,0,5861,0,1
150,99,1,#,9,2,T,0,313762954,0,L,1,38,56,4,0,2880,0,1
30,8,1,#,29,1,T,1,940752411,0,L,1,23,33,2,1,648,0,1
30,8,1,11,10,1,T,0,968504528,0,L,1,32,35,2,2,240,0,1
50,99,2,#,11,1,T,0,314075585,0,L,1,24,44,2,0,4800,0,1
100,99,99,#,13,2,T,0,307650074,0,#,1,41,51,4,0,324,0,0
60,99,1,#,**,2,Q,1,975073722,0,L,1,43,46,2,0,1500,0,1
100,99,1,#,1,2,D,1,103737123,0,L,1,46,22,4,0,1500,0,1
30,99,1,12,27,1,K,0,258186490,0,a,1,58,58,2,0,1,0,1
60,99,1,12,**,1,C,1,986286696,0,L,1,42,44,4,0,1800,0,1
3,10,1,11,**,1,T,0,994324832,0,L,1,23,24,2,3,1510,1,1
100,99,1,11,**,2,T,0,954747880,0,a,1,28,35,2,0,240,0,1
70,99,1,#,**,1,C,0,508708677,0,L,1,28,37,2,0,5388,0,1
100,99,1,11,**,1,T,1,907509326,0,a,1,41,51,4,0,1639,0,1
3,3,26,16,13,1,T,1,982568295,500,L,1,41,45,2,7,810,1,1
20,99,99,#,23,1,C,1,982325282,0,L,1,42,14,4,0,3973,0,1
10,3,99,#,46,2,Q,0,904490798,0,L,1,26,43,2,4,5770,1,1
100,99,1,12,**,2,K,0,983658784,0,L,1,20,22,2,0,324,0,1
110,99,10,#,11,2,T,1,313499612,0,L,1,17,36,4,0,1117,0,1
20,99,1,#,21,2,C,0,240290252,0,L,1,49,15,4,0,8000,0,1
100,99,10,12,11,2,T,0,944930979,0,L,1,18,25,4,0,648,0,1
20,99,99,#,31,2,N,0,987341284,0,a,1,54,16,2,0,850,0,1
60,99,1,#,11,2,T,1,950083574,0,L,1,27,33,2,0,1007,0,1
100,99,1,11,23,2,T,0,961018778,0,L,1,42,49,4,0,302,0,1
40,99,26,#,12,1,T,0,958708480,0,L,1,62,66,2,0,1,1,1
90,99,1,11,23,2,C,1,969915832,0,L,1,31,33,2,0,30194,0,1
50,99,6,#,13,2,T,0,303855460,0,L,1,37,54,2,0,240,0,0
50,99,1,11,26,1,T,0,982156777,0,L,1,64,67,2,0,2604,0,1
100,99,1,12,14,2,T,0,996798100,0,L,1,49,19,4,0,324,0,1
70,99,1,#,21,2,C,0,515420809,0,L,1,23,32,2,0,648,0,1
100,99,1,#,32,2,N,0,964550314,0,L,1,48,19,4,0,432,0,1
30,11,17,#,21,2,C,1,966865211,0,L,1,20,26,2,1,4879,0,1
50,99,1,11,**,1,T,0,977000648,0,a,1,49,55,2,0,1766,0,1
100,99,1,12,**,2,K,0,606571405,0,L,1,31,41,4,0,324,0,1
50,99,1,#,24,1,K,0,600359504,0,L,1,53,74,4,0,360,0,1
100,99,8,#,1,2,T,0,313093951,0,L,1,22,43,4,0,200,0,1
20,99,1,#,34,2,N,0,251190385,0,L,1,40,15,4,0,1,0,1
0,3,1,#,**,1,N,0,984625135,500,L,1,58,59,2,9,626,0,1
130,99,1,#,13,2,T,0,313747448,0,L,1,25,44,4,0,1500,0,1
5,4,1,11,46,1,Q,0,249506055,0,L,1,21,22,2,6,4298,0,1
100,99,1,#,8,2,T,0,314915124,0,L,1,29,48,2,0,11124,0,1
100,99,1,11,**,2,H,0,970700790,0,L,1,20,24,4,0,2674,0,1
30,5,1,11,**,1,T,0,946983399,0,L,1,34,41,2,8,2202,1,1
90,99,1,11,**,2,T,1,244208140,0,L,1,37,40,4,0,2149,0,1
10,4,1,12,27,2,N,1,947531267,0,L,1,20,27,2,7,120,0,1
10,99,27,12,27,1,T,0,251248691,0,#,1,21,21,3,0,1,1,0
30,99,1,#,38,2,S,0,259985749,0,a,1,49,49,4,0,1,0,1
20,99,20,#,14,1,T,1,961810909,0,L,1,42,16,4,0,5538,0,1
50,99,1,#,23,2,C,1,514880203,0,L,1,13,25,2,0,480,0,1
70,99,1,11,14,1,T,0,248204249,0,L,1,37,42,4,0,5200,0,1
80,99,1,12,30,2,K,0,254730510,0,a,1,22,23,4,0,1007,0,1
110,99,1,11,14,1,T,0,317685598,0,L,1,41,53,4,0,221,0,1
60,99,1,#,11,2,T,0,308435121,0,L,1,35,46,2,0,1358,0,1
90,99,1,12,13,2,T,0,246959321,500,L,1,52,52,4,0,980,0,1
90,99,20,12,17,2,R,1,703738024,0,L,1,48,55,4,0,2780,0,1
60,99,1,11,**,1,C,1,960725093,0,L,1,35,39,2,0,5611,0,1
70,99,1,11,13,2,T,0,963502978,0,L,1,24,28,4,0,730,0,1
60,99,99,#,35,1,Q,0,905343177,0,L,1,20,32,2,0,500,0,1
100,3,1,#,23,1,Q,0,907190591,0,a,1,24,34,2,9,324,1,1
110,99,1,11,14,1,T,0,942956654,0,L,1,34,40,4,0,864,0,1
20,99,1,12,**,2,T,0,966020425,0,L,1,47,15,2,0,324,0,1
70,99,1,#,11,2,T,0,306969368,0,L,1,40,21,2,0,980,0,1
0,5,8,#,13,1,T,1,327289469,0,L,1,34,43,3,4,2149,0,1
100,99,1,#,27,1,K,0,603611256,0,a,1,26,47,2,0,58000,0,1
30,99,1,#,14,1,T,0,253833503,500,9,1,21,21,4,0,1,0,#
100,99,1,#,27,1,K,0,603926358,0,L,1,19,37,2,0,324,0,1
90,99,1,#,**,2,T,0,246286351,0,L,1,46,47,4,0,3500,0,1
80,99,1,#,**,2,Q,0,249989800,0,L,1,59,59,4,0,120,0,1
20,99,1,#,**,2,D,0,240578353,0,L,1,43,19,2,0,6279,0,1
50,99,8,11,28,2,K,0,971257686,0,L,1,19,22,3,0,4010,0,1
50,99,1,12,23,2,C,0,975032154,0,L,1,54,57,3,0,120,0,1
30,99,1,11,9,2,T,0,254953325,0,L,1,29,29,4,0,600,0,1
135,99,1,#,28,1,K,1,607073032,0,a,1,37,48,2,0,1200,0,1
100,99,1,#,27,2,K,0,243067102,0,L,1,28,30,2,0,540,0,1
110,99,1,#,46,2,T,0,308697678,0,L,1,25,34,4,0,5508,0,1
110,99,1,11,11,1,T,0,327179044,0,L,1,32,42,4,0,600,0,1
50,99,99,#,14,1,T,0,240973914,0,R,1,43,43,2,0,480,0,1
80,99,1,11,14,1,T,0,990832635,0,L,1,41,42,4,0,4374,0,1
130,99,1,#,27,2,K,1,606576152,0,L,1,20,29,4,0,390,0,1
50,99,1,12,35,2,N,0,254329066,0,a,1,32,33,2,0,480,0,1
50,99,1,#,**,1,T,1,323594565,0,L,1,13,68,2,0,1134,0,1
70,99,1,11,27,1,K,1,961703487,0,L,1,22,27,2,0,2500,0,1
60,99,1,#,28,1,K,0,613613643,0,L,1,24,40,2,0,1320,0,1
60,99,1,#,**,1,T,1,947393314,0,L,1,20,26,2,0,120,0,1
140,99,99,#,12,2,T,1,300617180,0,L,1,28,50,4,0,1964,0,1
50,99,1,11,**,1,T,0,976814399,0,L,1,38,41,2,0,9520,0,1
90,99,1,11,8,1,T,1,958570016,0,L,1,30,35,4,0,17304,0,1
100,99,1,11,12,2,T,0,941241448,0,a,1,31,40,4,0,324,0,1
60,99,1,#,4,2,H,0,200907488,0,a,1,32,52,2,0,840,0,1
110,99,1,#,**,2,T,1,953998172,0,a,1,43,50,4,0,210,0,1
10,99,1,#,14,1,T,1,314579982,0,L,1,15,33,2,0,1440,0,1
60,99,1,#,4,2,H,0,203644888,0,L,1,38,53,2,0,120,0,1
100,99,8,#,14,2,T,0,328362977,0,L,1,17,25,4,0,324,0,1
110,99,1,11,**,1,K,0,962326091,0,L,1,16,22,4,0,480,0,1
110,99,10,#,14,1,T,0,327269046,0,L,1,45,56,4,0,24810,0,1
80,99,1,#,**,2,C,0,946107584,0,a,1,13,22,2,0,324,0,1
60,99,26,12,22,2,C,1,986113147,0,a,1,32,36,4,0,120,0,1
3,8,1,#,23,1,C,0,244410517,0,R,1,31,33,2,5,360,1,1
100,99,1,11,23,1,C,0,986679592,0,L,1,37,41,2,0,378,0,1
40,99,1,#,41,2,Q,2,246724826,0,a,1,37,39,2,0,18830,1,1
50,99,1,12,4,2,H,1,988604555,0,a,1,46,21,2,0,1480,0,1
30,99,1,#,**,1,S,0,257860774,500,L,1,22,22,4,0,240,0,1
100,99,1,#,23,1,C,0,976552519,0,a,1,31,37,4,0,1080,0,1
110,99,99,#,13,1,T,0,323545424,0,a,1,36,54,4,0,18000,0,1
90,99,1,11,23,2,C,1,990008349,0,L,1,46,50,4,0,500,0,1
40,99,1,11,**,1,Q,0,252629318,0,L,1,24,24,4,0,1,0,1
3,99,1,#,11,1,Q,1,941345360,0,L,1,23,32,4,0,1007,1,1
30,99,1,#,40,2,Q,1,249558429,0,L,1,45,45,2,0,16,0,1
70,99,1,#,21,2,C,0,970962254,0,a,1,46,21,2,0,1660,0,1
100,99,1,12,13,2,T,1,954072031,0,L,1,42,56,2,0,506,0,1
110,99,1,#,**,2,T,1,317011064,0,a,1,43,58,4,0,1007,0,1
50,99,1,#,**,1,T,0,983606479,0,L,1,41,42,2,0,810,0,1
0,3,1,11,**,2,Q,0,906167166,0,L,1,30,41,2,9,1836,1,0
90,99,1,11,8,#,T,1,969004043,0,L,2,999,0,4,0,4486,0,1
100,99,1,#,23,1,C,0,514939736,0,L,1,46,58,4,0,324,0,1
50,99,1,12,**,1,N,1,948786150,0,a,1,59,67,4,0,1240,0,1
10,4,8,#,14,2,T,1,324569067,0,L,1,32,47,2,9,1000,1,1
20,99,1,#,**,2,T,0,253370936,500,L,1,44,13,2,0,1,0,1
70,99,6,12,13,2,T,0,244861006,0,L,1,47,47,4,0,120,0,1
100,4,8,12,40,1,Q,0,243089360,0,L,1,20,21,3,3,1200,0,1
100,99,99,#,23,1,C,0,514641169,0,L,1,56,69,2,0,324,0,1
80,99,25,12,13,2,T,2,962549220,0,L,1,18,22,4,0,3600,0,1
80,99,1,11,**,1,T,1,248001331,0,L,1,46,48,4,0,2149,0,1
20,99,6,12,28,1,K,1,994572730,0,L,1,16,17,4,0,1000,0,1
0,12,17,#,12,2,T,0,956443371,0,L,1,17,23,2,1,4760,1,1
70,99,17,12,13,2,T,1,241955090,0,L,1,25,25,4,0,1007,0,1
100,99,12,#,14,1,T,0,240940606,500,#,1,48,14,4,0,1656,1,#
100,99,1,#,11,2,T,0,315495248,0,L,1,30,46,4,0,120,0,1
100,99,1,#,28,2,K,0,985375762,500,L,1,52,54,2,0,1008,0,1
40,10,1,12,23,2,T,1,955861993,0,L,1,24,29,2,1,960,0,1
60,99,1,#,13,1,K,0,941123386,0,L,1,26,33,2,0,100,0,1
50,99,1,#,12,1,T,0,993744078,500,L,1,60,61,4,0,2149,0,1
100,99,1,#,33,1,N,0,993597624,0,L,1,26,27,3,0,324,0,1
100,99,99,#,40,2,N,0,803284786,0,L,1,25,40,4,0,324,0,1
50,99,1,11,5,2,T,1,986909697,0,L,1,21,23,2,0,6200,0,1
3,3,1,#,23,1,C,1,516052609,0,L,1,33,18,2,10,2160,1,1
110,99,1,11,13,2,T,0,964703976,0,L,1,51,55,4,0,2000,0,1
140,99,1,#,14,2,T,2,317889347,0,L,1,44,51,4,0,10100,0,1
100,99,1,#,23,2,C,0,953260889,0,a,1,45,20,4,0,648,0,1
100,3,1,#,**,2,N,0,947513757,0,L,1,21,30,2,7,432,0,1
50,99,1,#,14,2,T,0,945824203,0,a,1,56,63,2,0,384,0,1
70,99,17,11,23,2,C,1,947427624,0,L,1,19,25,3,0,100,0,1
70,99,1,11,**,1,T,1,995117946,0,L,1,42,45,4,0,540,0,1
30,99,1,12,**,1,T,0,255858853,500,L,1,49,22,4,0,21,0,1
90,99,8,11,14,2,T,1,992643456,0,L,1,18,22,4,0,1007,0,1
0,8,10,#,23,2,C,0,949548428,0,L,1,31,36,2,5,302,1,1
70,99,1,#,21,2,C,0,508123122,0,a,1,34,48,2,0,3100,0,1
60,99,1,#,4,2,H,0,204740382,0,a,1,13,25,2,0,5720,0,1
100,3,1,12,13,#,T,0,966705239,0,L,2,999,0,2,9,324,1,1
30,99,8,#,13,2,T,1,251878142,0,a,1,20,20,1,0,700,0,1
90,99,1,11,**,1,T,0,249457827,500,L,1,44,46,4,0,2000,0,1
110,99,1,#,14,2,K,1,607577559,0,L,1,23,30,4,0,324,0,1
130,99,1,#,13,1,T,1,303537095,0,a,1,23,44,4,0,1800,0,1
90,99,10,#,14,1,T,2,953928873,0,a,1,24,32,4,0,972,0,1
110,99,99,#,23,2,C,0,505252494,0,L,1,19,36,4,0,960,0,1
