id,contract_type,sex,age,pref,payway,identified_doc,career,domain,region,entry_age,selling_method,campaign
250481601,1,2,22,12,2,1,11,0,T,20,1,a
990891986,1,2,21,47,3,8,11,0,Q,20,1,L
945160652,1,1,48,13,4,1,#,0,Q,44,#,#
969179517,1,1,36,23,2,1,12,0,C,33,1,L
240448553,1,1,41,47,4,1,#,500,Q,41,1,L
256135977,1,1,20,10,4,27,#,500,T,20,#,9
324052404,1,1,54,14,4,1,#,0,T,38,1,L
945709544,1,1,29,13,2,17,#,0,T,22,1,L
967416000,1,1,83,**,2,1,#,0,C,79,1,L
995295541,2,#,0,27,2,1,#,0,T,999,51,#
961091291,1,2,48,40,2,20,#,0,Q,46,1,M
984704702,1,2,46,46,4,1,12,0,Q,44,1,L
703668305,1,1,40,17,2,1,#,0,R,33,1,L
303352149,1,1,67,20,2,1,#,0,T,48,1,R
964932260,1,1,27,26,4,1,#,0,K,25,1,L
993870036,1,#,0,13,1,99,#,1510,T,32,#,#
259977282,1,1,32,**,2,1,#,500,T,32,1,L
995403917,2,#,0,27,2,3,11,0,T,999,51,#
614734335,1,1,68,27,2,1,#,0,K,57,1,0
317685598,1,1,53,14,4,1,11,0,T,41,1,L
327361201,1,2,76,**,2,1,#,0,T,65,1,L
959661740,2,#,0,23,2,1,#,0,C,999,1,L
960289732,2,#,0,13,4,1,#,0,T,999,0,#
989329253,1,1,20,14,4,1,12,0,T,19,1,L
994985175,1,1,61,20,2,21,#,500,T,59,#,9
963730838,1,1,58,27,4,99,#,0,K,56,#,#
993787089,1,2,29,28,2,1,#,500,K,28,1,L
254144330,1,2,53,35,4,1,#,500,N,53,#,9
986169009,1,2,32,26,4,1,11,0,K,31,1,L
994190641,2,#,0,13,1,3,#,0,T,999,51,#
978331351,1,1,39,27,4,1,#,0,K,37,61,P
964109041,1,2,83,38,2,8,#,0,S,81,61,P
260492620,1,#,0,**,4,1,#,0,T,38,#,9
246743662,1,1,48,23,2,1,12,0,C,46,1,L
959541674,1,2,29,17,4,1,11,0,R,25,1,L
960944285,1,2,28,13,4,1,11,0,T,26,1,L
251661131,1,#,0,37,4,1,#,0,T,34,#,9
800748057,1,2,42,33,2,99,#,0,N,23,1,0
996283663,1,1,44,**,4,1,#,500,C,44,#,#
982804865,2,#,0,13,1,16,#,0,T,999,#,#
304095001,1,1,43,13,2,1,#,0,T,27,1,0
323875256,1,1,35,8,2,8,#,0,T,20,1,L
805054157,1,1,46,33,2,1,11,0,T,39,1,L
952629381,1,2,32,28,4,1,#,10,D,28,#,#
989854236,1,2,31,26,4,1,11,0,K,27,1,a
975726538,1,1,49,1,2,1,#,0,D,47,#,#
956982979,1,2,60,**,4,1,11,0,K,55,1,L
961856891,1,2,53,**,4,1,11,0,T,48,1,L
240333183,1,1,30,**,4,99,12,500,T,28,1,L
992196838,1,1,5,13,4,1,12,0,T,38,1,L
990061861,1,2,59,14,4,1,#,0,T,58,1,L
254073935,1,#,0,24,4,1,#,0,T,43,#,9
604160488,1,1,35,27,4,1,#,0,K,18,1,L
275271207,1,2,28,13,4,1,11,500,T,28,1,R
979332393,1,2,35,23,2,1,#,0,C,32,1,L
310190100,1,2,45,14,4,99,#,0,T,25,1,L
983527911,1,1,43,13,2,1,#,0,T,41,1,M
954702370,1,1,35,26,4,1,#,0,K,32,1,M
313197830,1,1,40,11,2,1,#,0,T,22,1,L
700417966,1,2,55,17,2,1,#,0,R,37,1,L
243413689,1,1,16,**,4,1,11,0,T,48,1,L
263166214,1,2,20,23,3,1,12,0,T,19,1,a
900946285,1,1,46,27,4,1,#,0,Q,27,1,L
988049271,1,1,49,24,2,1,#,0,C,47,1,R
967745279,1,2,32,**,2,1,#,0,T,29,1,L
614175150,1,1,43,28,2,5,#,0,K,30,1,L
982263718,1,1,30,28,2,1,#,0,K,27,1,L
953457672,1,1,20,47,4,17,#,0,Q,15,1,L
994006208,1,2,39,13,4,1,#,500,T,37,1,L
940045211,1,1,46,14,2,5,#,0,T,40,0,0
974086461,1,2,41,42,2,99,#,0,Q,38,1,L
941918713,2,#,0,10,2,99,#,0,T,999,0,#
271358312,1,2,27,26,4,1,11,500,K,27,#,9
987843534,1,2,53,**,4,1,12,0,N,51,1,L
965598831,2,#,0,13,90,3,#,0,T,999,51,#
250098689,1,2,44,**,2,1,#,500,T,44,#,9
307313922,1,2,79,**,2,1,11,0,T,69,1,L
953925782,1,2,72,34,2,1,12,0,N,44,1,L
327345909,1,1,30,27,2,1,#,0,K,22,1,L
979113945,1,1,17,**,3,1,#,0,T,41,1,L
260742935,1,1,43,**,2,1,#,0,T,42,1,a
995170013,2,#,0,**,2,16,12,0,T,999,1,L
980062233,2,#,0,27,2,1,#,0,T,999,1,#
506787086,1,2,65,23,3,1,#,0,C,51,0,0
956046868,1,2,20,**,2,1,12,0,K,18,1,L
614104921,1,2,40,27,2,8,#,0,K,25,1,L
995450030,1,#,0,21,4,1,#,0,K,25,#,#
980653870,1,1,37,13,1,99,#,99,D,30,1,#
990037809,1,1,16,**,4,1,#,500,T,43,1,L
973925931,1,1,40,21,2,1,#,0,C,38,1,L
266902708,1,2,55,**,4,1,11,0,K,55,1,a
974180104,1,1,41,13,1,99,#,99,T,38,1,L
948420665,1,1,40,27,4,1,11,0,K,34,1,L
971576525,1,2,33,**,4,1,#,0,H,28,1,L
973083472,1,1,21,27,2,1,12,0,K,18,1,L
968437211,1,1,41,12,4,1,#,0,T,38,1,L
256800513,1,2,36,**,4,1,12,0,T,36,1,a
995370139,1,1,59,17,4,1,#,500,R,56,1,L
200907488,1,2,52,4,2,1,#,0,H,32,1,a
605128984,1,1,34,27,2,8,#,0,K,20,1,0
262195009,1,1,64,**,4,1,#,0,Q,64,1,a
201084401,1,2,45,7,2,1,#,0,H,28,0,L
260739595,1,2,7,**,4,1,#,0,N,40,1,a
971486192,2,#,0,13,2,3,#,0,T,999,51,#
513933471,1,2,79,23,2,1,#,0,C,64,0,0
945278014,1,2,55,12,4,1,#,0,T,47,1,L
974431117,2,#,0,**,4,99,#,0,T,999,51,#
962951081,1,1,28,10,2,1,#,0,T,25,1,M
982646009,2,#,0,13,2,1,11,0,T,999,1,R
960449951,1,2,48,13,2,99,#,0,T,43,1,L
516635707,1,2,79,**,4,1,11,0,C,71,1,L
955834903,1,1,58,35,4,1,#,0,N,52,1,R
966479204,1,2,46,42,4,1,#,0,Q,44,1,M
241582847,1,1,75,27,4,1,12,500,K,75,1,L
967856020,1,1,23,25,2,1,#,0,K,21,#,#
942357407,1,2,60,36,4,1,#,0,T,52,1,L
323489101,1,2,60,11,2,1,#,0,T,44,1,L
103737123,1,2,22,1,4,1,#,0,D,46,1,L
993741748,1,1,14,27,4,8,#,0,K,13,61,P
967080959,1,1,40,22,2,1,#,0,C,37,#,#
258185158,1,1,55,8,4,1,#,500,T,55,1,L
305143783,1,2,38,13,4,99,#,0,T,24,1,L
991491465,1,1,63,**,4,1,#,500,K,62,#,#
307534450,1,1,44,**,3,1,11,0,T,34,1,L
954248511,1,2,59,19,3,1,#,0,T,54,61,P
950325875,1,1,41,**,2,1,#,0,T,37,1,M
251836530,1,1,17,40,4,1,12,0,Q,49,1,a
400373659,1,2,61,36,2,99,#,0,S,44,1,L
971812341,1,2,41,33,2,99,#,0,N,38,#,#
977899989,1,1,68,**,4,1,12,0,T,66,1,L
979380204,1,1,24,40,2,1,#,0,Q,22,1,L
970573806,1,1,37,**,4,1,#,500,K,35,1,L
256065436,1,1,48,**,4,1,12,0,K,48,1,a
315462119,1,1,69,11,2,1,#,0,T,52,1,L
274719825,1,1,59,6,2,99,#,0,H,59,1,a
253332923,1,1,14,**,4,1,#,500,N,44,1,L
263566162,1,1,41,**,4,1,12,0,T,43,1,a
996832590,1,2,18,**,4,1,#,0,K,47,1,L
268802480,1,1,25,**,4,1,11,0,Q,25,1,a
262967080,1,2,30,**,3,1,#,0,T,30,1,a
304948328,1,1,52,8,2,1,#,0,T,37,1,L
954761234,1,2,28,13,4,1,#,0,T,24,1,L
988459057,1,2,84,14,2,1,12,500,T,67,1,L
907200190,1,2,76,40,2,99,#,0,Q,69,1,L
607004563,1,1,42,13,2,1,#,0,K,33,1,L
963243464,1,1,32,15,4,1,11,0,T,29,1,L
514712680,1,1,38,22,4,1,#,0,C,25,1,L
962125299,1,2,28,11,2,1,11,0,T,23,1,L
258022686,1,1,57,**,2,1,#,0,T,57,1,a
961275668,1,1,56,43,2,1,#,0,Q,54,1,M
941300742,2,#,0,17,2,1,#,0,T,999,1,L
314043742,1,1,59,10,4,99,#,0,T,42,1,L
944244168,2,#,0,23,2,1,#,0,T,999,0,9
507841336,1,2,26,22,2,1,#,0,C,15,1,L
960054345,1,1,24,**,4,1,11,0,T,20,1,L
960263902,1,2,53,**,4,1,11,0,T,50,1,L
318532893,1,1,58,15,4,1,#,0,T,50,1,0
244193603,1,1,63,43,4,1,12,0,Q,62,1,L
979728363,1,1,42,34,2,99,#,0,N,39,1,L
606159049,1,1,35,27,4,1,#,0,K,23,1,L
318988600,1,1,34,**,4,1,#,0,H,27,#,#
992349268,1,1,62,27,2,1,11,500,Q,60,1,L
906592901,1,2,11,40,2,1,11,0,Q,24,1,L
992463046,1,1,39,13,2,1,#,0,T,38,1,L
978956689,1,1,59,40,2,1,12,0,Q,57,1,L
980553145,1,2,33,8,2,1,11,0,T,30,1,L
201085422,1,1,57,15,2,1,#,0,H,40,1,R
966371287,1,2,35,9,2,1,11,0,Q,31,1,L
615382214,1,1,28,**,4,1,#,0,K,19,1,L
515911473,1,1,71,**,2,1,#,0,C,63,1,0
615412610,1,2,42,29,4,1,11,0,K,32,1,L
987774121,1,2,52,**,4,1,11,0,K,50,1,L
249484734,1,2,17,11,2,1,12,0,T,45,1,L
607151707,1,1,43,**,2,1,#,0,K,37,1,0
903561421,1,1,43,40,2,1,#,0,Q,27,1,L
804860379,1,1,17,34,2,1,#,0,N,39,1,L
995345658,1,1,34,11,2,1,11,500,T,34,1,L
615998027,1,1,78,**,2,1,#,0,K,70,1,R
252638076,1,2,32,39,4,1,#,500,T,32,1,L
971521720,1,1,45,**,4,1,12,500,K,42,1,L
981768011,2,#,0,47,2,3,#,0,T,999,0,#
103923532,1,1,55,1,4,1,#,0,D,45,1,L
104165132,1,2,56,**,2,1,#,0,D,48,1,0
310190475,1,2,53,11,2,99,#,0,T,32,1,L
272115528,1,2,33,38,2,1,12,0,S,33,1,a
273751700,1,2,72,23,2,1,#,0,C,72,0,9
304202127,1,2,75,12,3,6,#,0,T,59,1,L
272899324,1,1,59,**,3,1,11,500,C,59,#,9
204106033,1,2,32,**,2,1,#,0,H,43,0,L
981897421,1,1,73,13,4,1,#,0,T,71,1,L
991686054,1,2,25,28,4,1,12,500,K,24,1,L
262401041,1,2,41,**,4,1,12,0,T,41,1,a
986921622,2,#,0,13,2,3,#,0,T,999,1,L
977476722,1,2,29,**,2,1,#,0,T,24,1,a
951332473,1,1,36,**,2,1,#,0,H,30,1,L
976919223,1,2,41,**,4,1,#,0,K,39,1,L
991558062,1,1,45,28,4,1,12,0,K,44,61,P
635014034,1,2,31,27,4,20,#,100,K,24,1,L
267294609,1,2,27,13,2,1,12,0,T,27,1,a
965602442,1,2,23,33,2,1,11,0,N,20,1,L
952821057,1,2,28,28,3,1,11,0,K,20,1,a
960889691,1,1,49,12,4,1,#,0,T,45,#,#
506775373,1,1,31,27,2,1,#,0,C,17,1,L
953930475,1,1,63,**,4,1,#,0,K,58,1,L
967875344,1,1,73,36,2,1,#,0,S,69,61,P
983463691,1,1,37,13,1,99,#,99,Q,35,1,#
952392333,1,1,24,43,2,17,11,0,Q,19,1,L
966293647,1,1,32,**,4,1,11,0,T,29,1,L
256501087,2,#,0,27,90,99,#,2400,T,999,#,9
249951089,1,1,52,44,2,1,#,0,Q,52,1,L
951083164,1,1,62,23,2,99,#,0,C,57,1,M
987110747,1,1,51,**,2,1,11,0,T,50,1,L
968681925,2,#,0,14,2,3,12,0,T,999,51,#
961629723,1,1,61,**,2,1,#,100,K,59,0,#
241255750,1,1,6,12,2,1,#,0,T,44,1,L
970627575,1,2,31,8,4,1,11,0,T,27,1,L
979287071,2,#,0,13,2,3,#,0,T,999,51,#
800113660,1,2,50,35,2,99,#,0,N,30,0,#
974686322,1,2,28,**,2,1,#,10,T,26,#,#
254896949,2,#,0,13,90,99,#,900,T,999,#,9
604690045,1,2,52,27,2,1,#,0,K,36,1,L
500829618,1,1,71,23,4,1,#,0,C,51,1,L
328848943,1,1,19,11,4,1,#,0,T,40,1,L
700302911,1,2,53,17,4,1,#,0,R,35,1,L
974362560,1,2,40,14,2,1,#,0,T,38,#,#
959009239,1,1,50,27,2,1,#,0,K,44,1,M
960844116,1,1,62,28,2,1,#,0,K,60,1,L
256261436,1,2,36,1,3,1,#,0,D,35,1,R
992369416,1,1,17,28,2,1,#,0,N,45,1,a
952328063,2,#,0,22,2,16,#,0,T,999,1,L
264456007,1,1,55,22,4,1,#,500,C,55,1,L
246248846,1,1,25,**,4,1,11,0,T,18,1,a
967831921,1,2,48,16,4,1,12,0,R,44,1,L
251047007,1,2,76,28,2,21,#,500,K,76,1,L
265467520,2,#,0,4,90,99,#,2300,T,999,#,9
959762683,1,2,53,**,4,1,12,0,T,48,1,L
804025163,1,2,68,35,4,99,#,0,N,55,1,L
240841334,1,1,15,14,2,1,#,0,T,46,1,a
250889294,1,2,999,**,2,1,#,0,T,44,#,#
978595587,2,#,0,13,2,3,#,0,T,999,51,#
972016828,2,#,0,13,90,2,#,320,C,999,#,#
515661871,1,1,46,23,2,1,#,0,C,36,0,0
973751974,2,#,0,27,2,3,#,0,T,999,51,#
503976929,1,1,65,24,2,1,#,0,C,47,1,L
995783917,1,2,45,29,4,1,12,0,K,44,1,L
304591633,1,1,47,11,2,1,#,0,T,33,1,L
246868186,1,2,42,**,4,1,12,500,T,42,1,L
995588412,1,2,37,14,4,8,#,0,T,34,1,a
615992166,1,2,39,28,4,1,11,0,K,29,1,a
971308094,1,2,51,**,4,1,12,0,K,48,1,L
991624307,1,1,8,1,4,1,12,500,D,33,1,L
955988825,1,1,31,13,1,1,#,99,T,21,1,L
980706537,1,1,32,**,2,1,11,0,T,28,1,a
403805970,1,2,29,**,2,1,11,0,S,21,1,L
907591710,1,1,45,44,2,1,#,0,Q,37,1,L
980317768,1,1,42,28,4,1,12,0,K,40,1,L
995766849,1,1,44,**,4,1,#,500,R,44,#,#
340698825,1,2,20,9,2,5,#,0,T,51,61,K
241968317,1,1,69,**,3,1,11,500,T,69,1,L
987101853,1,1,27,**,4,1,12,0,T,26,1,L
205281970,1,2,47,**,2,1,11,0,H,40,1,L
973259793,1,2,29,13,4,10,11,500,T,26,1,L
970786861,1,1,46,11,4,99,#,0,T,43,#,#
959737486,1,1,40,23,2,99,#,0,C,38,1,L
254583267,2,#,0,40,1,3,16,0,T,999,51,9
962505743,2,#,0,12,4,3,11,0,T,999,51,#
963930797,2,#,0,14,2,3,#,0,T,999,51,#
990589317,1,2,16,**,4,1,#,500,K,51,1,L
956333666,1,2,42,13,4,1,#,10,T,39,#,#
304649298,1,2,56,14,4,99,#,0,T,42,1,L
991812843,1,2,58,34,4,1,11,500,T,56,1,L
615698036,1,#,0,27,2,1,#,0,K,29,1,0
981236043,1,2,73,13,2,1,#,0,T,71,1,L
323559233,1,2,37,14,4,99,#,0,T,20,1,L
509176735,1,2,35,23,4,1,#,0,C,27,1,R
961163891,1,2,27,27,4,17,11,0,K,20,1,a
990476854,1,1,13,**,4,1,12,0,T,39,1,L
516476464,1,2,56,22,4,99,11,0,T,48,1,L
990251624,1,2,16,27,2,10,#,500,K,46,1,L
904772519,1,2,69,42,2,99,#,0,Q,56,1,L
947472022,1,2,29,12,2,10,#,0,T,24,1,L
959668088,1,1,38,17,4,1,#,0,T,33,1,L
256134573,1,2,44,27,2,1,11,0,K,44,1,a
963704756,2,#,0,13,4,3,11,0,T,999,51,#
968601410,2,#,0,13,2,3,#,0,T,999,51,#
941900931,1,2,29,44,2,1,#,0,Q,24,1,L
500094113,1,1,71,23,2,1,#,0,C,49,1,0
961273213,1,2,33,28,4,1,#,0,K,29,1,L
967580723,1,1,37,33,2,1,12,0,K,34,1,L
514704366,1,2,35,40,2,1,#,0,C,22,1,L
607051186,1,2,17,28,1,1,#,0,K,70,1,L
979114287,1,2,52,13,2,1,16,500,T,49,1,L
967617739,1,1,22,13,3,17,#,0,T,20,1,L
603981918,1,1,84,27,2,8,#,0,K,65,1,R
309509482,1,1,28,15,2,27,#,0,T,20,1,L
947024446,1,2,27,13,2,8,#,0,T,22,1,L
513645403,1,2,75,24,2,1,#,0,C,59,1,L
307934005,1,1,37,**,4,1,#,0,T,29,1,L
971284752,1,2,39,13,4,6,#,0,K,36,1,L
306292118,1,2,37,11,2,99,#,0,T,25,1,L
251434039,1,1,75,29,2,1,11,0,K,73,1,L
605208530,1,1,56,27,2,8,#,0,K,41,1,L
995575224,1,2,40,27,4,1,12,0,K,39,1,L
260456123,1,2,38,12,4,1,12,0,T,38,1,a
241776324,1,1,14,**,4,1,#,500,K,43,0,9
972354142,1,1,35,34,4,1,12,0,N,32,1,L
943561209,1,1,51,13,4,1,11,0,T,44,1,L
262281446,1,1,63,**,4,1,#,500,Q,62,1,L
965934713,1,2,20,14,4,1,11,0,T,48,1,L
954912797,1,2,59,1,4,1,11,0,D,53,1,L
988311682,1,2,27,**,2,1,12,0,Q,26,1,L
204426615,1,1,64,5,4,1,#,0,H,15,0,L
990895849,2,#,0,22,90,1,#,0,T,999,51,#
944929120,1,2,27,**,4,20,11,0,C,21,1,L
904608851,1,2,38,44,2,99,#,0,Q,25,1,L
264393193,1,1,16,**,4,1,12,0,R,41,1,a
991074500,1,1,68,28,4,1,11,0,K,66,1,L
508982879,2,#,0,13,1,98,#,0,T,999,0,#
966020425,1,2,15,**,2,1,12,0,T,47,1,L
958628992,1,1,22,27,4,1,12,0,K,20,1,L
104281357,1,1,38,1,3,1,#,0,D,27,1,L
970124515,1,1,53,**,2,1,#,0,R,47,1,R
906509810,1,2,31,40,3,1,#,0,Q,22,1,L
949711899,1,2,9,23,2,1,11,0,C,31,1,L
987804404,1,2,56,11,4,1,12,0,T,54,1,L
971272359,1,2,48,13,4,10,#,0,T,45,1,L
804350082,1,2,81,34,2,8,#,0,N,71,0,0
240022079,1,1,41,14,4,20,12,0,T,41,1,L
962975663,1,1,37,13,90,99,#,320,Q,33,#,#
993010458,1,1,40,**,4,1,12,500,T,39,1,L
244646966,1,1,74,14,4,1,#,0,T,72,1,a
990849345,1,1,17,13,4,10,#,0,T,40,1,L
942549596,1,1,29,34,2,1,12,0,T,23,1,L
905787327,1,1,67,40,2,99,#,0,Q,56,1,L
308505734,1,1,50,13,2,1,11,0,T,41,1,L
950852911,1,2,25,13,2,17,#,0,T,20,1,L
963553423,2,#,0,23,90,3,11,0,T,999,51,#
257825793,1,2,46,45,2,99,#,0,Q,45,1,a
966890072,1,2,28,**,4,1,#,0,H,26,#,#
250711676,1,1,32,13,1,99,#,99,T,31,1,#
972893865,1,2,43,**,2,1,#,0,T,40,#,#
961055117,1,2,36,34,4,8,#,0,N,33,#,#
505486147,1,1,46,23,2,99,#,0,C,31,1,L
241522532,1,2,17,**,2,1,12,0,T,49,1,L
971295292,1,2,66,**,4,1,#,0,S,64,1,L
989053725,1,1,69,21,2,1,#,0,C,67,1,L
995130674,1,2,38,23,4,1,#,500,C,36,1,L
272778521,1,2,20,**,4,1,#,0,K,49,1,a
801463697,1,1,38,35,4,1,#,0,N,20,1,L
103720434,1,1,57,14,4,99,#,0,D,45,1,L
965275136,1,2,45,**,4,1,11,0,T,43,1,L
504962359,1,2,36,23,4,99,#,0,C,19,1,L
982523922,1,2,35,23,2,1,#,0,C,34,1,L
244532603,1,1,25,43,2,1,#,500,Q,25,1,L
968367768,1,2,25,14,4,1,11,0,T,23,1,L
990460399,2,#,0,13,90,3,#,0,T,999,51,#
309306625,2,#,0,14,4,99,#,0,T,999,51,#
993604841,1,2,37,27,2,23,#,500,K,35,1,R
977058681,1,2,57,**,4,1,#,0,K,54,#,#
309679866,1,2,29,13,2,1,#,0,T,21,1,L
946625949,1,2,12,37,2,1,#,0,S,32,1,L
989779619,1,1,36,26,2,1,11,0,K,35,1,L
205039407,1,1,44,4,2,1,11,0,T,35,1,L
967013605,2,#,0,14,2,1,#,0,T,999,1,M
615330834,1,1,30,27,2,1,11,0,K,21,1,L
247585648,1,2,34,12,4,8,11,0,T,34,1,L
700002094,1,1,55,16,4,1,#,0,R,36,1,L
266340013,1,1,48,**,4,1,#,0,T,48,1,R
992048217,1,2,55,12,4,1,12,0,T,54,1,L
969189171,1,1,46,29,4,1,#,10,K,43,#,#
263404454,1,2,43,7,2,1,11,0,H,43,1,a
604241868,1,1,35,13,4,1,#,0,K,18,1,L
303908478,1,1,58,11,4,1,#,0,T,41,1,L
949212736,1,1,46,**,4,1,#,0,K,41,0,#
979359976,1,1,57,20,2,1,11,500,T,56,1,L
260958421,1,1,10,**,4,1,#,0,T,50,1,a
262387906,1,1,53,**,4,1,#,0,Q,53,1,a
990857448,2,#,0,27,2,1,#,500,K,999,1,L
516052044,1,#,0,23,4,99,#,0,C,67,1,0
973573552,1,2,63,**,3,1,11,0,T,59,1,L
986128330,1,1,36,13,2,1,15,500,T,34,1,L
324206535,1,1,45,9,2,1,#,0,T,30,1,L
982103548,1,1,35,**,4,1,11,500,R,33,1,L
318453541,1,1,81,**,3,1,12,0,T,73,0,0
261191285,1,1,17,**,4,1,11,0,T,48,1,a
250488590,2,#,0,27,4,1,#,0,T,999,1,M
984456530,1,2,44,**,4,1,12,500,T,42,1,L
989798385,1,2,33,**,3,1,12,500,H,32,#,#
258969221,1,2,31,15,4,1,11,0,T,30,1,a
954430573,1,1,58,26,4,1,12,0,K,48,0,L
243526842,1,1,24,26,2,1,12,0,K,24,1,L
980833564,1,1,18,27,4,10,12,0,K,15,1,L
254632830,1,1,39,**,3,27,12,0,T,39,1,L
261193523,1,1,48,**,4,1,#,0,T,49,1,a
992061073,1,2,18,25,4,8,11,0,K,17,1,L
323251683,1,#,0,13,4,1,#,0,T,23,1,0
960688046,1,2,53,13,4,1,#,0,T,54,1,L
803176888,1,#,0,33,4,99,#,0,N,51,0,#
265950929,1,2,19,28,3,6,#,0,K,19,1,a
328207328,1,1,31,9,4,20,11,0,T,23,1,L
959457342,1,1,37,40,4,1,#,0,Q,32,1,L
242245063,1,2,56,23,4,1,12,0,C,56,1,L
987938250,1,2,45,**,4,1,12,0,T,67,1,L
957580063,1,1,31,13,1,1,#,99,T,21,1,L
703387402,1,2,54,16,2,1,#,0,R,42,0,0
614599140,1,1,45,27,2,1,#,0,K,33,1,L
301078321,1,1,59,13,4,1,#,0,T,39,1,L
515119506,1,1,49,24,4,1,#,0,C,40,1,0
977383725,1,2,50,17,4,1,#,0,R,48,#,#
605546485,1,2,30,27,4,1,#,0,K,16,1,L
979088405,1,2,33,14,4,20,#,0,T,31,1,M
323485831,1,2,37,12,2,1,#,0,T,21,0,L
981542395,1,1,51,28,2,1,16,0,K,46,1,L
983453631,1,2,17,28,2,8,#,0,K,15,1,L
514522000,1,2,80,23,2,1,#,0,C,67,1,0
969005285,1,1,29,23,2,1,#,0,C,26,#,#
274582884,1,2,72,**,4,1,11,0,N,72,1,a
328078078,1,1,39,14,2,1,#,0,T,32,1,L
256965099,2,#,0,13,90,99,#,0,T,999,#,#
505566330,1,2,58,**,2,1,#,0,C,42,1,L
257426955,1,2,40,21,2,1,#,0,C,40,1,a
957202186,2,#,0,13,2,99,#,0,T,999,1,M
962280189,1,2,47,**,4,1,12,0,K,51,1,L
103019077,1,1,39,1,2,1,#,0,D,20,1,a
967138240,1,1,38,**,2,1,#,0,T,35,61,P
958906024,1,2,24,4,2,17,#,0,H,21,1,L
318052529,1,1,39,15,2,1,12,0,H,33,1,L
264176539,2,#,0,13,2,3,#,0,T,999,#,9
959215857,1,2,44,**,4,1,11,0,D,40,1,L
400027058,1,1,64,38,2,99,#,0,S,43,1,R
504252171,1,2,49,23,4,8,#,0,C,29,1,L
985876019,1,2,57,**,4,1,12,0,T,56,1,L
953480237,1,1,20,16,2,1,#,0,R,14,1,L
253014671,1,#,0,**,4,1,#,0,T,27,#,9
973285637,2,#,0,27,90,2,#,0,T,999,51,#
994053757,2,#,0,**,1,98,#,0,T,999,51,9
259807265,2,#,0,4,90,99,#,2300,T,999,#,9
615850255,1,2,22,**,4,1,#,0,K,14,1,L
944851601,1,1,25,12,2,17,#,0,T,19,1,L
962934390,1,1,57,**,2,1,#,0,T,55,1,M
300158850,1,#,0,13,4,1,#,0,T,34,1,0
241736903,1,2,46,**,2,1,#,500,K,44,1,L
984968065,2,#,0,13,1,3,#,0,T,999,#,#
978737473,1,2,24,13,2,6,#,500,T,22,1,L
901487960,1,1,58,40,2,99,#,0,Q,41,1,L
303762621,1,2,64,13,2,1,#,0,T,47,1,0
974675539,1,2,44,21,4,1,#,0,C,43,1,L
201556538,1,1,59,4,2,1,#,0,H,43,1,L
506308517,1,1,41,23,4,1,#,0,C,26,1,L
977288367,1,2,43,13,4,21,#,10,T,41,#,#
307669165,1,1,56,14,2,1,11,0,T,47,1,L
265150239,1,2,24,**,2,1,11,0,H,23,1,a
992998529,1,2,66,**,4,1,11,0,T,65,1,L
977634908,2,#,0,13,90,3,#,0,T,999,51,#
204212496,1,2,52,4,2,1,#,0,H,37,1,a
601193409,1,1,46,27,2,1,#,0,K,27,1,L
978997695,2,#,0,**,1,16,#,0,T,999,1,M
980001859,1,1,44,9,4,1,#,0,T,41,1,L
964705894,1,2,77,13,3,12,11,0,T,73,1,L
503983009,1,2,36,23,4,10,#,0,C,18,1,L
988297677,1,1,46,**,2,1,12,0,T,44,1,L
987794502,1,2,42,39,2,8,#,0,S,41,1,L
242689928,1,2,66,13,3,1,11,0,T,66,1,L
969708693,1,1,29,28,2,8,#,10,K,27,#,#
987989347,1,1,56,13,2,1,#,500,T,53,1,L
601210892,1,2,46,27,2,1,#,0,K,27,1,L
985398569,1,1,47,33,4,1,11,500,C,46,1,L
308248603,2,#,0,**,2,3,#,0,T,999,51,#
267590853,1,2,62,23,2,1,#,0,C,36,#,9
962255500,1,1,68,**,2,1,#,0,Q,66,1,M
977760336,1,2,46,23,2,6,#,0,C,43,1,M
314602650,1,2,35,14,2,99,#,0,T,18,1,L
961372137,1,1,58,12,2,1,#,0,T,52,1,L
979724196,1,1,50,**,4,1,#,0,T,48,1,L
989312176,1,1,52,9,4,1,12,0,T,51,1,L
982371491,1,1,44,**,2,1,#,10,C,42,#,#
327063811,1,2,25,13,4,1,#,0,T,15,1,L
958704087,1,1,20,34,4,1,11,0,N,18,1,L
983963894,1,1,58,46,2,1,12,0,Q,56,1,L
240652999,1,2,53,**,2,1,12,500,K,51,1,L
961951674,1,2,42,21,4,1,#,0,C,40,1,M
979889296,1,1,27,28,4,1,#,0,K,23,1,L
979251030,2,#,0,13,1,1,#,0,T,999,51,#
963137622,1,2,39,13,4,1,#,0,T,36,1,L
979003350,1,2,55,13,2,12,#,0,T,53,1,L
964773904,1,2,68,40,4,99,#,0,Q,66,1,L
245753409,1,2,38,34,4,1,#,500,N,36,1,L
979859500,2,#,0,13,4,1,#,0,T,999,1,N
946991722,1,2,6,26,4,6,#,0,K,28,1,L
985177441,1,1,34,**,4,1,11,500,K,32,1,L
963896265,1,1,20,11,90,17,12,0,T,16,1,L
986943906,1,1,67,26,4,1,#,10,K,65,#,#
104338938,1,2,22,1,2,8,#,0,D,14,1,L
988477188,2,#,0,13,90,3,#,0,T,999,51,#
976741226,1,1,36,19,2,1,#,500,T,31,1,L
907140544,1,2,43,40,3,1,#,0,Q,35,1,R
