id,amount,paid_flg
968977418,864,0
969263493,1007,0
969505085,200,0
969639797,960,0
970152715,1680,0
970734033,999,0
971181467,1608,0
971284372,1920,0
971629284,324,0
971871728,240,0
972001937,100,0
972072583,2000,0
972073367,756,0
972269324,13000,0
972542929,648,0
972793208,480,1
973327690,600,0
973814227,120,0
975032794,324,0
975505404,302,0
975534446,324,1
975575194,999,0
975640938,2000,0
976907980,540,0
977000648,1766,0
977962996,300,0
978198185,960,0
978264017,3000,1
978415775,540,0
508616751,480,0
508763565,1000,0
508851486,2280,0
509124636,130,0
513495371,756,0
514641169,324,0
515478811,13032,0
516426997,1190,0
516435020,500,0
516607425,980,0
516709964,46,0
516714736,10300,0
601181199,3200,0
603532253,130,0
603651998,18720,0
603804920,560,0
604006831,120,1
604264652,120,0
604918074,680,0
605254368,648,0
605259657,67,0
605956241,9312,0
607237683,267,0
607552973,9340,0
607569847,4110,0
613209037,831,0
613947177,120,0
614159392,1080,0
614434935,1080,0
614667592,302,0
614899371,17540,0
615684890,120,0
700301795,19888,0
801151933,756,0
803208510,2645,0
803278766,5000,0
900789498,980,0
901480236,324,0
903578981,324,0
904874993,505,0
905313187,2697,0
905839792,1,0
905956664,1810,0
906382449,960,0
906679243,2200,0
906688820,432,0
906730279,324,0
907166450,2034,0
940026164,1110,0
940155239,1007,0
940326779,324,1
940586728,324,0
940621296,324,0
940660877,3620,0
940842657,10216,0
941251850,1100,0
941720043,1007,0
941953656,324,0
941957470,2600,0
942082227,7408,0
942255870,31632,0
942390997,10080,0
942472963,1730,0
942584041,2000,0
942699028,35381,0
942976035,648,0
943290585,7150,0
943422933,1400,0
943750204,2650,0
943840532,324,0
944041363,4785,0
944122508,324,0
944160704,194,0
944375046,1007,0
944803987,25650,0
944997723,12287,0
945108781,498,0
945170490,980,0
945805058,3000,0
946397236,13160,0
946545706,5000,0
946799462,3299,0
946983399,2202,1
947330633,8630,1
947455680,226,0
947531836,4800,0
947902100,1820,0
947979344,1000,0
948152569,324,0
948562398,240,0
948581524,1200,0
949254477,1404,0
949327376,1007,0
949336799,2134,0
949935060,324,1
950028563,460,0
950178668,76120,0
950374651,1950,0
951105834,540,0
951230898,328,0
951534923,21120,0
951584064,1007,0
951831773,2607,0
951972278,960,0
952062427,2050,0
952723555,2271,0
953014046,324,0
953289179,324,0
953550797,130,0
953783384,324,0
954272847,490,0
954460202,1560,0
954746490,610,0
954954590,15350,1
955115237,700,0
955359113,4940,0
955624567,3337,0
955840257,32,0
956121089,324,0
956153073,2008,0
956246699,1560,0
956547674,8070,0
956929097,324,0
957537986,480,0
957724197,864,0
958721230,3361,0
958964696,960,1
958999031,2200,0
959059189,1007,1
959206577,3738,1
959619600,980,0
959986130,130,0
960199542,1540,0
960507285,1480,0
960731339,1000,0
960744595,90,0
960770550,480,0
960833678,2707,0
960881774,60740,0
961549200,540,1
961772581,1099,1
961865246,302,0
962834396,216,0
963081662,1000,0
963469485,1058,0
963665499,240,0
963896265,940,0
963924557,540,0
964534785,3400,0
964682569,800,0
964846424,2000,1
965269078,1007,0
965800013,500,0
965983863,324,0
967087041,1637,0
967565403,324,0
967697880,3480,1
967831921,8770,0
968100094,3000,0
968486306,324,0
968627411,240,0
968701149,5900,0
968704693,3226,0
969421480,2400,0
969452206,1080,0
969856049,11760,0
970201602,400,0
971256791,-89120,0
972096624,6410,0
972211039,594,0
972945268,1,0
516484647,529,0
600774239,1296,0
601160507,302,0
603634457,240,0
603937523,960,0
604112576,140,0
604173301,2000,0
604346604,756,0
604460552,2900,0
604810831,10000,0
605133189,1404,0
605185080,360,0
605843869,10000,0
606834053,2380,0
607038054,2800,0
607046597,7000,0
607174972,130,0
607281500,260,0
613316083,540,0
614336610,1080,0
615473126,1980,0
615666318,324,0
616008423,980,0
703014091,960,0
703239390,205,0
703443846,324,0
800113660,705,1
800451481,11800,0
800636802,10760,0
800921533,1,0
801349444,540,0
803119273,324,0
803215322,937,0
803283147,540,0
803284786,324,0
803619638,1652,0
803737362,226,0
804344110,648,0
804559682,8800,0
900053223,1296,0
900193005,30,0
901257696,1240,0
905509381,108,0
905586273,240,0
906139352,4920,0
906161976,1100,0
906433765,980,1
906487961,130,0
906625667,500,0
906902290,648,0
907019206,626,0
907487693,1680,0
940313388,1500,1
940318785,980,1
940393014,540,0
940968548,216,0
941792903,324,1
942145985,1080,0
942292391,2160,0
942300234,113,0
942431774,2000,0
942483003,540,0
943609349,302,0
943658834,1300,0
943702795,1,0
943848024,632,1
943937126,2678,0
944145639,1,0
944289056,324,0
944340552,2200,0
944361928,324,0
944508809,540,0
944687695,540,0
944900219,3960,0
944924495,324,0
944930979,648,0
945205051,2014,1
945448894,400,0
945452103,2700,0
945489049,2014,0
945978390,1080,0
946292712,21329,0
946366833,1058,0
946392607,324,0
946660654,120,0
946809860,324,0
946819120,324,0
946918826,2100,0
947434288,130,1
947636562,2040,1
948612054,999,0
948861118,1000,0
949106482,324,0
950422979,120,0
950868287,1400,0
951564626,2000,0
951762779,1360,0
952185601,10012,0
952294356,1007,0
952620036,560,0
952742587,1210,0
953337572,2056,0
953466746,5358,0
953525299,324,0
953762192,494,0
953764029,1220,0
953798328,216,0
953928873,972,0
953998172,210,0
954515412,127,0
954553666,216,1
954598046,120,0
954934767,324,0
954985341,130,0
955020415,980,1
955273844,240,0
956125674,324,0
956571655,1500,0
956601667,540,0
956665587,324,0
956998896,540,0
957369153,10605,0
957695994,130,0
958274400,3239,0
958922226,529,0
959400900,324,0
959406990,120,1
959453207,200,0
959523090,648,0
959547097,302,0
959766341,400,0
959806479,194,0
959898975,1860,0
960432267,280,0
960456847,432,0
960575063,7450,0
960658070,324,0
960714714,226,0
960891478,648,0
960920196,309,0
961757756,1,0
962098720,72580,0
962917755,10002,0
962923252,700,0
963502978,730,0
963619357,120,0
964546439,410,0
965412484,2930,0
965745924,240,0
966081867,984,0
966371287,6390,0
967349179,324,0
967456643,16130,0
968313092,240,0
968595971,324,0
969312114,360,0
969384100,9280,0
970111857,324,0
970693240,120,0
970827781,4636,0
971618824,324,0
971742892,324,0
971964752,1920,0
972054508,1556,0
972216763,130,0
972354525,485,0
973602194,451,0
974965404,324,0
976552519,1080,0
976924851,500,0
977227273,12330,1
103155725,500,0
103295821,22960,0
103318015,120,0
103382358,2420,0
103456089,324,0
103680741,324,0
103737123,1500,0
103872911,1240,0
104181079,130,0
200774624,518,0
203907030,1027,0
204763469,900,0
205157486,1680,0
205331961,120,0
240123431,540,0
240258997,960,0
240290624,3090,0
240360957,840,0
240448553,240,0
240469978,3450,0
240738432,500,0
240768659,1080,0
240783141,1138,0
240842736,4909,0
240968813,240,0
241184441,130,0
241623800,400,1
241647821,353,0
241648372,240,0
241811000,7640,0
241811216,2548,0
241930727,1058,0
241939259,980,0
242887673,5280,0
242999113,1460,0
243180642,670,0
243215562,1198,0
243348012,980,0
243473896,1110,0
243711575,6780,0
244183047,3156,0
244188195,600,1
244194994,324,0
244208140,2149,0
244226017,2960,0
244343507,240,0
244500243,2149,0
244647682,324,0
245157372,240,0
245166346,3600,0
245593337,540,0
245598741,3700,0
245624704,1480,1
245808266,480,0
245890626,7400,0
245985108,480,0
246618921,3140,0
246891527,2790,0
246941981,2880,0
246995600,324,0
247379350,900,1
247444320,4002,0
247528921,7740,0
247754168,40000,1
248005792,11580,0
248484583,480,0
248596756,14500,0
248637487,4006,0
248667128,2980,0
249111561,11700,0
249260919,240,0
249433746,250,0
249811448,1,0
250206707,840,0
250257385,1050,0
250305993,1,0
250501567,100,0
250686910,360,0
250888757,1782,0
250892128,1080,0
250917685,1680,0
250941981,250,0
250980345,840,1
251062480,2149,0
251517437,600,0
251744614,1,0
251954840,130,0
252062354,18259,0
252442839,324,0
252549842,240,0
252754271,960,0
252889147,64269,0
253350651,5861,0
253369296,1680,1
253481157,240,0
253498929,1,0
253526924,3420,1
253527978,601,0
253672884,1350,0
253837922,864,0
254022937,540,1
254501879,7000,0
254511705,1960,1
254747407,35431,0
255338481,1,0
255576101,2580,0
256070822,120,0
256284561,4700,0
256546700,240,0
256958392,130,0
256968607,1,0
256989651,1,0
257254272,19800,0
257388678,1,0
257389055,480,0
258180010,840,0
258250306,3063,0
258388577,450,0
258560263,1620,1
258855573,480,0
258902086,1080,0
259297168,2310,0
259734758,1080,0
301515973,1,0
303957304,3726,0
305143783,25408,0
305494449,120,0
306949705,980,0
307064916,3207,0
307182645,2300,0
307447867,1519,0
307610845,5400,0
307653385,500,0
307896453,300,0
308597580,100,0
308697678,5508,0
308708970,8294,0
308871968,5088,0
309321334,380,0
309584390,1134,0
310156202,38940,0
310176648,130,1
310235263,675,0
314423749,1080,0
315659234,324,0
316090992,460,0
316168111,6600,0
316705712,980,1
316764576,1175,0
316865439,3000,1
318179942,324,0
318203721,42887,0
318426522,700,0
324202786,324,0
324569067,1000,1
324691859,94220,0
324758595,4790,0
324908142,324,0
325238109,480,0
326955733,1,0
327261562,324,0
327341392,20000,0
327912129,1915,0
327985408,492,0
328087541,2678,0
328089462,11200,0
328574606,240,0
340661713,626,0
403415664,960,0
403636770,600,0
500042002,11962,0
327574429,81903,0
327800726,810,0
328599445,225,0
328629396,15700,0
340076234,980,0
340278642,2530,0
340549434,5400,0
340703632,2980,0
403060715,540,0
403249726,324,0
403869816,3500,0
500742369,1728,0
500902199,102,0
503566294,500,0
503952359,626,0
505657439,771,0
506942101,324,0
507822746,99,0
508179679,540,1
508530647,47709,0
509134476,3340,0
513359109,324,0
514492753,240,0
514880203,480,0
515361860,1007,0
515561909,2592,0
515862371,3664,0
516044251,432,0
516191067,18160,0
516416986,1100,0
516712466,980,0
601140698,120,0
603217097,5291,0
603741783,11020,0
604347835,240,1
605617154,6180,0
605972076,1350,0
607076519,626,0
607196659,58440,0
613506166,999,0
614126623,2400,0
614260692,1620,0
615153047,324,0
615776764,350,0
616000590,3250,1
616069594,150,0
703114024,1460,0
703141553,1460,0
800447752,1000,0
800870114,3480,0
801235823,950,0
801368947,130,0
803199565,130,0
803968550,600,0
804705717,800,0
804854064,15325,0
901393987,120,0
901721332,120,0
901846383,2530,0
903077787,2200,0
903176636,3439,0
906519387,324,0
907545595,2050,1
940059693,7440,1
940164316,1440,0
940311367,250,0
940454289,1000,1
941043539,324,0
941379257,181,0
941435560,960,0
941542094,3020,0
941680427,302,0
941799150,1400,1
941825784,1007,0
942626048,240,1
942626205,58137,0
942891373,1690,0
943154522,324,1
943595743,1058,0
943704492,540,0
944216552,250,0
944602307,324,1
944891222,4598,0
944965657,302,1
944973394,324,0
945436534,540,0
946175779,360,0
946322855,324,0
946477682,5700,0
946593563,250,0
946994386,1,0
947085240,1080,0
947158189,3800,0
947546513,1090,0
947551343,2400,1
947683531,1007,0
947730846,7024,0
947793907,600,0
947950282,360,0
948912020,2380,1
948926218,756,0
949185957,1930,0
949475254,500,0
949522971,130,0
950907713,61080,0
951869895,3350,0
952117869,759,0
952277311,324,0
952283860,130,1
952333710,324,0
952454950,374,0
952795407,10000,0
952960002,4100,1
952967292,275,0
953137954,13100,0
953349341,28580,0
953480237,360,0
953535373,324,0
953605493,648,0
953827708,2400,0
953848552,9137,0
953850710,22800,0
954006297,324,0
954077243,9230,0
954288252,1487,0
954908624,324,0
955030679,2118,0
955437847,323,0
956217663,400,0
956367680,38800,0
957358534,324,0
958458232,1007,0
959040887,120,0
959146852,1110,0
959260307,1352,0
959393174,1660,0
959674620,1000,0
959699374,960,0
960244648,1030,0
960683913,240,0
960770905,2014,0
961711448,1440,0
961801762,324,0
962702329,6000,0
962861420,939,0
963001474,540,1
963140627,4163,0
963269752,1950,0
963412137,4340,0
963443728,130,0
963668883,240,0
963843050,11100,0
964347951,16,0
964519390,100,0
964552285,2556,0
964652068,916,0
965645375,950,0
965973987,4900,0
966149883,1058,0
966264952,3685,0
966351579,120,0
966860230,1090,0
967043715,1840,0
967067396,302,0
967628090,1,0
968113202,200,0
968859740,1763,0
969193658,850,0
969346117,615,0
970124515,756,1
970544595,480,0
500696719,400,0
503762225,360,0
503802667,120,0
504023667,1800,0
506511407,1007,0
506969587,324,0
507057320,1,0
508055371,324,0
508357598,480,1
508729578,2149,0
508745354,300,0
509333336,2414,0
513678837,1,0
513909724,302,0
513921072,2000,0
515328818,648,0
515402441,630,0
515876160,1080,0
601014593,4869,0
601105186,108,0
603611256,58000,0
604929120,130,0
605066754,540,0
605381376,1007,0
605522355,410,0
606045893,99,0
606282090,324,0
606300112,8099,0
606336781,540,1
607288231,1554,0
607324757,10466,0
613047092,324,1
613486532,216,0
613820467,1,0
614182113,1137,0
614832166,400,0
615705158,741,0
616104888,1500,0
700494714,540,0
703058841,324,0
801438630,324,0
804246168,594,1
804743277,1000,0
903822651,120,0
903936699,378,0
905636242,302,0
940327091,1,0
940987446,324,0
941205224,324,0
941552230,1800,0
942011694,999,0
942419685,324,0
942568698,1710,0
942697748,302,0
942985019,980,0
943374815,5370,0
943821211,540,0
943886398,1306,0
943887943,840,0
944466594,324,0
944946209,38520,0
945089128,1180,1
945477751,8000,0
945518793,1080,0
945553139,10500,0
945911342,324,0
946085547,4400,0
946090264,1007,0
946463349,226,0
946834942,324,0
946884624,530,0
947069403,240,1
947427624,100,0
947594158,490,0
948344346,5348,0
948670785,1007,0
949546198,1910,0
949548428,302,1
949655413,1320,1
950242000,324,0
950296489,324,0
950721962,324,0
950909305,1296,0
951428482,324,1
952158760,7810,0
952187931,3433,0
952449143,960,1
952471482,7060,0
952921813,324,0
952924250,130,0
953095161,640,0
953108626,360,0
953168795,6340,0
953173460,1058,0
953325873,80,0
953362776,100,0
953380717,1080,1
953476652,4900,0
953791048,9980,0
953813450,120,0
954087729,237,0
954545278,8262,0
954637467,324,0
954790614,960,1
955165035,500,0
955842996,380,0
956720478,2860,0
956986486,302,1
957912995,610,0
957934592,240,1
957974078,2585,0
958821009,540,0
959490186,324,0
959518419,226,0
959773731,400,0
959810447,5010,1
960237487,324,0
960385235,240,0
960945906,324,0
961065057,1300,0
961639805,2700,0
961766567,15207,0
961775529,380,0
962158216,680,0
962321129,1800,0
962505743,800,0
962694863,1080,0
962789488,700,0
962830625,130,0
962918550,240,0
963036323,324,0
963229101,108,0
963305581,2014,0
963589298,360,0
963606612,5358,0
964007828,240,0
964023395,760,0
964062489,360,0
964074684,-26270,0
965653776,4920,0
966821143,1,0
966990122,750,0
967248577,648,0
967408356,8679,0
967540520,3944,0
967572080,500,0
967638161,324,0
967899554,302,0
968055835,42950,0
969361977,324,0
969989449,1720,0
970188107,12971,0
970278856,120,0
970616859,540,0
970885441,594,0
971219205,324,0
971257686,4010,0
971466906,240,0
971999103,594,0
972058729,2149,0
972108696,1058,0
972364410,2000,0
972462632,880,0
972528832,120,0
972635973,452,0
972720596,324,0
973654586,2160,0
975087091,972,0
976713242,1080,0
978074390,810,1
978661391,120,0
100056260,531,0
100362523,1450,0
103190616,520,1
104256309,150,0
200277119,5000,0
200803264,324,0
200907488,840,0
201344508,1944,0
201471355,1198,0
203942488,324,0
204252972,626,0
204677581,480,0
204687607,840,0
205086264,324,0
205315392,600,0
205350773,1,0
240479051,1460,0
240677540,302,0
240684588,960,0
241005016,480,0
241037993,130,0
241156612,1007,0
241267965,2392,0
241574867,500,0
241724625,480,0
242085770,120,0
242094508,480,0
242096415,324,0
242907282,324,0
242998492,2160,1
243492208,480,0
243499819,1,0
243635384,410,0
243641417,720,0
243709729,4600,0
244189993,240,0
244417635,130,0
244419412,3540,0
244836075,540,0
244969301,240,0
245168641,360,0
245543092,980,0
245601822,300,0
246012776,130,0
246021057,1500,1
246066164,120,0
246161623,324,0
246232556,240,1
246258030,400,0
246455515,1000,0
246480268,360,0
246499256,100,0
246942682,960,0
246959321,980,0
247019587,3500,0
247024480,1200,1
247134807,75880,1
247288996,1000,0
247491652,1520,0
247516248,1500,0
247519677,130,0
247737887,250,0
247741448,1320,0
248001187,1080,0
248129923,9800,0
248167868,1,0
248186107,4400,0
248206404,3727,0
248361339,120,1
248490209,3500,0
248571419,24304,0
248609515,324,0
248703541,1862,0
248762704,11469,0
249249454,370,0
249269463,700,0
249451057,300,0
249506055,4298,0
250002629,1,0
250202138,432,0
250244904,120,0
250260431,700,0
250431762,1689,0
250580778,300,1
250607102,1,0
250837589,1,0
250891051,2678,0
250927314,240,0
251131610,480,1
251817615,250,0
251976800,240,0
252126553,2120,0
252324877,1,0
252464980,1890,0
252551425,8950,0
252588680,240,0
253152940,1,0
253257849,1800,0
253349443,300,0
253501095,29060,0
253579052,480,0
253665295,478,0
253790397,69240,0
253803161,200,0
253810148,12540,0
253997205,1400,0
253999394,477,0
254000371,540,0
254716979,1,0
254791836,1040,0
254815537,3440,0
254842363,1,0
254954630,17200,0
255178619,1,0
255207031,1,0
255699404,324,0
255769633,2000,0
256754885,183,0
256905960,1,0
256931391,2724,0
257038916,104,0
257264342,1440,0
257817903,1,0
257919257,1,0
258087798,2280,0
258181190,1680,0
258259721,1,0
258904453,720,0
259329895,594,0
259486013,240,0
259836017,360,0
300617180,1964,0
304125230,3000,0
304149491,540,1
304214607,2492,0
306298500,5086,0
306349043,120,0
306766266,960,0
307197551,920,0
308930798,1893,0
308943657,820,0
309116464,324,0
309158198,2750,0
310190475,1800,0
313327539,555,0
314295607,324,0
316548132,1240,0
316892413,5900,0
316947913,540,0
317161919,3,0
317741799,30000,0
318162431,540,0
318247075,1000,0
318791171,800,0
318793617,1440,0
318831812,2970,0
318853561,1000,0
323711421,1350,0
323744160,2484,0
324631592,100,0
325187527,480,0
325444199,4092,0
326615123,120,0
327949488,35,0
327950615,480,1
328210320,3996,0
328599521,530,0
328751356,1358,0
340009192,480,0
340071958,1402,0
340491832,864,0
340547176,5960,0
403259486,324,0
403786377,2730,0
403874003,1000,0
500921052,855,0
503008971,540,0
503508495,480,0
503861802,500,0
504068460,302,0
505072212,6785,0
505242279,240,0
505489492,1250,0
506308517,174,0
506849708,1000,0
507401548,5292,0
507798572,9800,0
508123122,3100,0
508613217,4500,0
508688637,16848,0
509376658,380,0
514058889,960,0
514107909,324,1
514129633,590,0
515317145,980,0
515321352,240,0
515379429,120,0
516284287,17149,0
603293840,324,0
603322860,1920,0
603334983,1500,0
603699845,56,0
603781985,3158,0
604144274,30000,1
604157377,32400,0
604229257,1920,1
605374967,1380,0
605923122,324,0
605987087,324,0
606070687,1207,0
606487289,-980,1
606576513,-31500,0
606735143,980,0
607387989,302,0
607577559,324,0
613299683,480,0
613465882,1960,0
613759352,1,0
613971167,36257,0
615146423,150,0
615558888,529,1
615638472,4210,0
616114770,378,0
703146231,324,0
703440539,120,0
703655302,540,0
803272115,1583,0
803311032,360,0
803731747,1080,0
803979407,960,0
804365541,756,0
804426057,1645,1
804596127,960,0
805060775,1600,0
900451453,324,0
901152728,5251,0
903373688,58760,0
904489179,3650,0
904495954,1987,0
905343177,500,0
906485234,324,0
906593083,2600,0
906773244,8460,0
940235154,756,0
940290117,100,0
940686004,6530,0
940786183,540,0
941123386,100,0
941616950,100,0
942098590,324,0
942123714,324,0
942382906,226,0
942485070,8539,0
942517631,1719,0
942638357,1,1
942694159,8000,0
942753077,1200,0
942934408,8360,0
942956654,864,0
943383877,47507,0
944122135,324,0
944488040,324,0
944540818,20082,0
944630281,2149,0
944654320,324,0
944829401,700,0
944940657,360,0
945446009,324,0
945644085,324,0
945705516,324,0
946309342,130,0
946937637,999,0
946942221,324,0
946970212,324,0
947189640,1110,0
947511189,324,0
947665795,540,0
948018935,2099,0
948944336,4000,0
949040332,540,0
949634475,2900,1
949767602,240,0
949839381,13656,0
950503302,1296,0
950842396,505,0
951455443,594,0
951489978,324,0
951626461,1007,0
952197059,23258,0
952359715,500,0
952509406,2200,1
952515887,2549,0
952560330,41000,0
952592533,384,0
952597489,960,0
952876822,3300,0
952936514,510,0
953040117,1007,0
954109847,3460,0
954167986,42901,0
954420472,324,0
954545050,17800,1
954652688,2500,0
954722673,3240,0
954747880,240,0
954837528,864,0
954981153,648,0
955875711,120,0
956886605,2149,0
956893537,1000,0
957046988,480,0
957342321,4640,0
957504238,130,1
957714080,1222,0
957767532,250,0
958033552,972,0
958145670,480,0
958370800,1007,0
958673937,302,0
958736592,5280,0
958883401,3395,0
959097146,864,0
959255555,324,0
959513275,480,0
959906113,360,0
959934313,972,0
960118201,1007,0
960138471,324,0
960377813,130,0
960413758,850,0
960745694,3530,0
960748245,130,0
960835370,324,1
961170595,980,0
961189745,2080,1
962067521,2380,0
962076281,540,1
962550510,360,0
962706580,520,0
962726859,250,0
963061636,324,0
963193455,648,1
973119575,324,0
973655653,600,0
973847140,2250,0
973929342,971,0
974679047,120,0
974829343,240,0
974860702,400,0
974892767,324,0
977602349,1180,0
977715032,900,0
978144914,700,0
978319286,324,0
978683275,324,0
978717091,100,0
980191542,800,1
980744671,480,0
980763555,378,0
981230797,486,0
981299496,1440,0
981523652,120,0
981532475,960,0
981577380,3000,0
981778066,480,0
981867824,864,0
982015851,2361,0
982388350,2149,0
982443112,324,0
982812005,324,0
983232546,3960,1
983440080,3807,0
983606479,810,0
983629643,250,1
983873378,3929,0
984112631,324,0
985384299,324,0
985538216,972,0
986052334,300,0
986115264,120,0
986215030,2000,0
986751984,12000,0
987353235,480,0
987465522,500,0
987815835,40000,0
987882199,3920,0
988938540,1,1
989084023,185,0
989232397,980,1
989392388,1360,0
989395085,960,0
989828670,324,1
989920852,360,0
990003423,120,0
990033711,240,0
990371395,432,0
990459150,5820,0
990505268,720,0
990506465,1231,0
990696583,324,0
990859341,600,0
990965082,1110,0
991012990,2000,0
991209773,864,0
991218231,4504,0
991358476,720,0
991359356,324,0
991904445,324,1
991942145,3000,1
992201395,2640,1
992467803,960,0
992569726,3020,0
994061950,11800,0
994502746,2540,0
994873934,302,0
994971167,2589,0
994985175,1920,1
995045045,480,0
995249370,130,0
995910651,2420,0
996010332,1007,0
996023576,3000,1
996195269,1000,0
996463123,480,0
996677649,30360,0
996774774,20380,0
996848611,960,0
996855429,480,0
996942959,550,0
997249431,4560,0
997423836,8880,0
997575173,324,0
998032217,518,0
963464932,240,0
963473869,1120,0
963912637,300,0
965843272,7780,0
965910348,540,0
966138714,120,0
966153171,1920,0
966159425,448,0
966388751,1307,0
966402693,240,0
967431348,130,0
967540999,540,0
967695381,1,0
968025623,324,0
968219751,363,0
968641980,130,0
970320404,294,0
970740492,60000,1
970789431,1,0
971241882,600,0
971325082,2149,0
971577389,2808,0
971608174,2020,0
971662412,324,0
971965219,324,0
972772489,1200,0
976998498,324,1
977202454,350,0
977598566,17800,0
978965455,1440,0
979084460,130,0
979110383,324,1
979125186,324,0
979351955,648,0
980390470,130,0
980767892,324,0
980824415,240,0
980824853,250,0
980828688,360,0
981558572,432,0
981624918,13600,0
981664832,600,0
981697620,324,0
982263920,324,0
982347480,120,0
982353581,610,0
982385763,3422,0
982682506,324,0
983394449,324,0
983422447,1007,0
983563243,302,0
983612350,2100,0
983658784,324,0
983960640,1,0
984032270,360,0
984110244,540,0
984638719,14,0
984875226,360,0
984984403,480,0
985199831,324,0
985287002,432,0
985338540,47880,0
985844449,594,0
985906553,813,0
986232924,1224,0
986492387,25428,0
986916742,2571,0
987127513,2149,0
987219696,600,0
987355461,1000,1
987717095,334,0
987841009,75,0
987920397,-64500,0
988113370,540,0
988357669,360,0
988372722,324,0
988438649,1500,0
988714572,324,0
988870325,648,1
988895043,2880,0
988918594,130,0
989157084,3037,0
989465561,3627,1
989802655,1262,0
989893830,4309,0
990495956,130,0
990836490,842,0
991124140,540,0
991131650,2116,0
991166535,2710,0
991386392,1460,0
991564478,378,0
991686599,1200,0
991835410,240,0
992196025,324,0
992241666,972,0
992461633,240,0
992573900,540,0
993039445,25510,0
993347749,360,0
993609349,1320,0
993709434,840,0
994220807,2520,0
994448876,1830,0
994733617,39290,0
995689125,480,0
995770318,864,0
995824588,540,0
995965656,480,0
995975005,1000,0
996825182,324,0
996990712,529,0
997059386,1200,1
997115735,40,0
997146072,130,0
997402455,250,0
997532186,720,0
997537247,540,0
978446654,4999,0
979902824,108,0
979991456,900,0
980337107,130,0
980513474,324,0
980711512,400,0
982017593,324,0
982295436,3000,1
982353558,130,0
982568295,810,1
982571958,1442,0
982653069,240,0
982865356,1134,0
983307302,4920,0
983674878,120,0
983720506,12000,0
984156386,15440,0
984493334,3240,0
984572938,1400,1
984628901,1530,1
984716064,8621,0
985106179,3640,0
985145407,130,0
985155772,2331,0
985375762,1008,0
985945123,360,1
985980778,600,0
986075373,480,0
986199612,980,0
986294660,120,0
986624095,5000,0
986832791,14044,0
986899069,640,0
987476212,324,0
987491658,2617,0
987562729,4014,0
987875402,1936,0
988377436,4353,0
988439870,480,0
988606256,1000,0
988682486,1890,0
988766928,2152,0
988769250,324,0
988809853,1600,0
988840082,324,0
989315987,432,0
989462382,540,0
989532967,5000,0
989902486,1424,0
989987267,378,0
990148862,240,0
990175836,1058,0
990323316,1080,0
990507487,324,0
990509861,7620,0
991021023,980,0
991031031,320,0
991346107,130,0
991512938,5130,0
991634963,6870,0
992058104,240,0
992155170,598,0
992214749,3124,0
992317862,220,0
992624870,500,0
992650759,480,0
993153466,7600,0
993322186,1600,0
993508133,130,0
993840365,432,0
994207745,5405,0
994853036,1080,0
995051831,699,0
995233173,4199,0
995236029,480,0
995312949,1200,0
995389502,2450,1
995559778,1320,0
995834541,2200,0
996291284,2200,0
996322814,980,0
996797998,720,0
996861370,324,0
996950279,409,0
997146538,480,0
997379915,1138,0
998042191,3570,0
998076544,1007,0
998089541,2538,0
970734274,648,0
970758774,240,0
971047307,324,0
971169621,1740,0
971740165,324,1
972087962,324,0
972209460,3910,0
972250363,250,0
973137400,245,1
973677187,13500,0
975273142,9364,0
977419911,5100,0
977766167,130,1
977778950,2149,0
979011598,721,0
979080393,2610,0
979158529,3360,0
979161993,600,0
979220358,972,0
979328809,2149,0
979352065,1487,0
980425817,324,0
980732593,271,0
981406047,972,0
981599576,1550,1
981818876,324,1
981959471,1987,0
982261553,324,0
982404958,120,0
982443773,240,0
982885611,324,0
982930485,1400,0
983136875,700,0
983329662,6744,0
983902705,1200,0
983930454,324,0
984291198,3000,0
984550951,324,0
985061670,1691,0
985331798,194,0
985839323,2000,0
986704741,2800,0
986826652,110,0
987460328,240,0
987488847,10470,0
987492424,20000,0
987715635,2678,1
988169007,8520,1
988359005,10000,0
988443748,3641,0
988530905,760,0
988656566,480,0
988693903,1944,0
988732884,500,0
988870416,980,0
988874834,1440,0
989201081,1617,0
989244208,2000,0
989255599,120,0
989324717,1,0
989368815,120,0
989798385,394,0
989919041,1007,0
990131434,5000,0
990731628,370,0
991003995,400,0
991005362,2940,0
991370894,756,0
991385475,590,0
991479114,11720,0
991491582,324,0
991940255,2760,0
992206448,1,0
992475770,120,0
992652809,324,0
992909244,1680,0
993081020,54,0
993659553,480,0
993736664,130,0
993785858,324,1
994497774,130,0
994572730,1000,0
994610959,780,0
995033994,302,0
995081342,1200,0
995133052,3000,0
995221694,980,0
995260801,1980,0
995277996,720,0
995289411,4800,0
995993590,226,0
996530907,9444,0
996601096,574,0
996761947,90,0
996896027,3165,0
996929872,240,0
997102077,980,1
997402271,6707,0
978900158,2029,0
979114662,3970,0
979334270,3320,0
979770975,1300,0
981250467,324,0
981410005,540,1
981474806,3600,0
981487141,1493,0
982156777,2604,0
982386910,100000,0
982501894,1,0
982781635,480,0
982913176,799,0
982923276,3304,0
983331355,3360,0
983659913,700,0
983825825,18164,0
984359718,1000,0
984831081,5000,0
984940498,240,0
985138318,1080,0
985337663,3758,0
985473119,1320,0
985751550,227,0
986346821,960,0
986495927,120,0
986679592,378,0
986757744,980,1
986869121,240,0
987035515,-59000,0
987063619,324,0
987079981,700,0
987449638,540,0
987888846,2420,0
987996621,100000,0
988475769,5516,0
