identified_doc,id,sex,bill_updage_count,paid_flg,selling_method,campaign,arrears_count,pref,arrears_at,age,region,career,contract_type,customer_rank,amount,entry_age,domain,payway
1,301067026,2,1,0,1,a,0,14,99,54,T,#,1,70,432,31,0,4
1,940958250,1,0,0,1,a,8,14,4,42,T,#,1,10,1110,33,0,2
1,955312895,2,0,0,1,a,0,27,99,34,K,11,1,50,240,26,0,2
1,952213952,2,1,0,1,a,0,**,99,47,D,11,1,110,300,39,0,4
1,996930830,1,1,0,1,L,0,47,99,26,Q,12,1,70,61400,26,0,4
1,984753778,2,0,1,1,L,3,12,10,37,T,12,1,3,324,33,0,3
1,983674878,2,0,0,1,L,0,40,99,4,Q,11,1,100,120,38,0,2
8,600411764,2,0,0,1,L,0,27,99,48,K,#,1,60,1800,27,0,2
1,959393174,2,1,0,1,L,0,43,99,70,T,11,1,50,1660,66,0,3
8,993319476,1,1,1,1,L,0,28,99,22,T,11,1,50,1080,21,0,2
1,984032270,2,0,0,1,L,0,23,99,35,C,12,1,110,360,33,0,2
1,241944929,2,0,0,1,L,0,23,99,55,C,12,1,50,360,55,500,2
8,973606985,2,0,0,1,L,0,13,99,21,T,#,1,80,1,45,0,4
1,804282609,1,0,0,1,L,0,34,99,57,N,#,1,90,60696,39,0,2
27,987324801,2,1,0,1,L,1,14,3,22,T,12,1,10,594,20,0,2
22,250306909,1,0,0,#,9,0,27,99,40,K,#,1,10,540,39,500,3
1,991975641,2,0,0,1,L,0,24,99,11,C,12,1,2,720,47,0,4
8,313215120,2,0,0,1,L,0,14,99,46,T,#,1,100,864,28,0,4
1,317522119,1,1,0,1,L,0,11,99,37,T,#,1,60,594,23,0,2
99,505425411,2,0,0,1,L,0,23,99,52,C,#,1,120,306,36,0,4
6,340621153,2,0,0,1,L,0,14,99,34,T,#,1,90,5648,26,0,4
1,252565043,2,1,0,1,L,0,**,99,26,K,#,1,90,1674,26,500,4
8,509071800,1,1,0,1,a,1,**,8,21,C,#,1,30,4200,11,0,4
1,956598367,2,1,0,1,L,0,**,99,30,T,11,1,100,4017,25,0,4
1,615957616,2,0,0,1,L,0,**,99,55,K,#,1,100,324,45,0,4
1,509415662,1,0,0,1,a,0,33,99,34,N,11,1,100,4020,24,0,2
1,507379674,1,0,0,1,a,0,**,99,31,C,#,1,70,30120,15,0,2
1,965314202,2,0,0,1,L,0,**,99,25,H,11,1,60,1350,22,0,2
1,958946349,1,0,0,1,L,3,6,10,35,H,12,1,100,324,30,0,3
1,996648209,2,0,0,1,L,0,22,99,31,C,12,1,90,7200,31,500,4
1,992649661,2,0,0,1,L,6,**,7,54,T,12,1,3,1500,53,500,2
20,326674624,1,0,0,1,a,6,13,5,62,T,#,1,10,960,49,0,3
1,948246876,2,1,0,1,L,0,23,99,56,C,11,1,140,120,50,0,4
1,248167868,2,0,0,1,L,0,**,99,61,C,#,1,50,1,61,500,4
1,991595784,2,0,0,1,L,0,23,99,54,C,#,1,90,120,53,500,4
8,950872857,1,0,1,1,L,3,13,10,32,T,#,1,3,90,26,0,2
1,905712124,1,1,0,1,a,0,**,99,29,Q,#,1,70,22886,15,0,2
1,964820920,1,1,0,1,L,0,12,99,30,T,11,1,110,999,26,0,4
6,249144930,1,1,0,1,a,0,**,99,18,T,#,1,20,1920,17,0,4
1,987079981,1,1,0,1,L,0,**,99,56,K,12,1,100,700,52,0,4
1,997538970,1,0,0,1,L,0,40,99,18,Q,12,1,100,324,45,0,4
1,258730958,2,0,0,1,a,0,**,99,19,K,#,1,20,1,46,0,4
1,988918594,2,1,0,1,L,0,7,99,35,H,11,1,80,130,34,0,4
1,516416986,1,0,0,1,L,0,23,99,57,C,#,1,100,1100,47,0,4
17,957189211,1,1,1,1,L,4,12,9,22,T,#,1,0,9750,17,0,3
1,250927314,2,0,0,1,L,0,14,99,28,T,12,1,90,240,28,500,4
1,303198230,2,0,0,1,L,0,11,99,35,T,#,1,60,59990,16,0,2
8,244975550,2,1,0,#,#,0,27,99,20,K,#,1,10,594,20,500,3
1,944437169,2,0,0,1,L,0,25,99,28,K,#,1,100,324,22,0,2
1,248670482,2,0,0,1,a,0,1,99,64,D,11,1,3,1,64,0,1
26,254524951,1,0,0,1,L,0,**,99,50,T,#,1,30,1,50,500,2
1,972092313,2,1,1,1,a,0,26,99,21,K,#,1,40,3674,50,0,2
6,256216364,1,0,0,1,L,0,13,99,71,T,#,1,30,2149,71,500,4
1,248007701,1,0,0,1,a,0,11,99,67,T,12,1,50,2150,65,0,4
1,200907488,2,0,0,1,a,0,4,99,52,H,#,1,60,840,32,0,2
1,974352173,1,0,0,1,L,0,13,99,56,T,11,1,100,880,53,0,4
10,979895051,1,0,0,1,L,0,1,99,44,D,11,1,100,360,41,0,4
1,252648581,1,1,0,1,L,0,**,99,40,T,11,1,50,500,40,500,3
10,942638357,2,0,1,1,L,7,13,6,43,T,#,1,10,1,36,0,3
1,308435121,2,0,0,1,L,0,11,99,46,T,#,1,60,1358,35,0,2
1,204262772,2,1,0,1,L,0,5,99,47,H,#,1,100,3176,37,0,4
1,903753497,1,1,0,1,L,0,40,99,36,Q,#,1,50,400,16,0,2
1,509382459,1,0,1,1,L,3,23,10,57,C,#,1,3,400,50,0,3
27,241437556,1,1,1,1,L,9,11,4,27,T,12,1,3,3000,27,0,3
1,947244347,1,1,0,1,L,0,28,99,43,K,#,1,70,1000,37,0,2
1,956023260,1,1,0,1,a,2,**,10,57,T,11,1,50,50000,50,0,2
1,960891478,1,1,0,1,a,0,28,99,62,T,11,1,50,648,55,0,4
1,251742021,2,1,0,1,L,0,**,99,63,T,#,1,50,15269,63,0,4
1,993491441,2,1,0,1,L,0,34,99,28,N,12,1,80,900,27,0,4
1,507798572,1,0,0,1,L,2,23,6,39,C,#,1,100,9800,25,0,2
1,205303588,1,0,1,1,L,10,7,3,69,H,#,1,3,2880,62,0,2
1,941746694,2,0,0,1,a,0,35,99,47,N,11,1,110,130,38,0,4
1,103811388,2,0,0,1,L,0,1,99,58,D,#,1,50,240,48,0,4
1,616069594,1,0,0,1,L,0,26,99,68,K,11,1,50,150,57,0,4
1,203928582,1,0,0,1,L,0,15,99,46,H,#,1,70,240,30,0,2
1,255228925,2,0,0,1,L,0,**,99,64,T,#,1,50,120,64,500,4
1,303307964,2,0,0,1,L,0,13,99,53,T,#,1,150,960,35,0,4
1,303327803,1,1,0,1,L,0,11,99,61,T,#,1,50,240,42,0,2
99,996023576,1,0,1,1,a,0,33,99,999,N,#,1,3,3000,39,0,4
1,980202754,2,1,0,1,a,0,**,99,24,C,12,1,120,410,19,0,4
1,613418275,2,0,0,1,L,0,29,99,51,K,#,1,100,12806,33,0,4
1,251998622,2,1,0,1,L,0,45,99,49,Q,11,1,60,324,47,0,3
1,988870325,2,0,1,1,L,3,40,10,62,Q,#,1,100,648,59,500,2
99,971241704,2,1,0,1,a,0,13,99,35,T,#,1,80,4007,30,0,4
1,316947913,1,0,0,1,L,3,8,10,29,T,#,1,100,540,45,0,2
1,240857206,1,1,0,1,L,0,**,99,15,Q,#,1,20,1000,44,0,3
6,309158198,2,0,0,1,L,0,13,99,37,T,#,1,100,2750,26,0,4
1,964347951,2,1,0,1,L,0,1,99,36,T,11,1,80,16,32,0,4
1,328595649,1,0,0,1,L,0,**,99,50,T,12,1,110,356,42,0,4
17,960235775,2,0,0,1,L,0,12,99,29,T,11,1,60,1404,22,0,2
1,992909244,1,0,0,1,L,0,**,99,28,T,12,1,80,1680,27,0,4
1,948754270,1,1,0,1,L,0,**,99,42,S,#,1,80,10000,33,0,2
1,987715635,1,1,1,1,L,6,**,3,25,T,16,1,3,2678,24,0,2
1,967627399,1,1,0,1,L,0,14,99,32,T,11,1,100,999,29,0,4
99,953631752,1,0,0,1,L,0,14,99,18,T,#,1,20,3720,40,0,2
1,248977511,1,1,0,1,a,4,27,3,28,K,11,1,5,403,26,0,2
1,256804411,2,0,0,1,L,0,**,99,40,T,#,1,5,600,40,500,4
1,327574429,1,1,0,1,L,0,12,99,38,T,#,1,90,81903,27,0,4
1,981352751,2,0,0,1,L,0,11,99,41,T,12,1,100,324,39,500,2
1,403578297,2,1,0,1,L,0,36,99,25,S,#,1,90,334,15,0,2
99,703440539,1,0,0,1,L,0,17,99,42,R,#,1,90,120,30,0,2
1,307531712,2,1,0,1,L,0,11,99,39,T,#,1,100,2200,28,0,4
1,604675210,2,1,0,1,a,0,28,99,32,K,#,1,80,7930,13,0,2
1,967697880,1,0,1,1,L,10,38,3,66,S,11,1,0,3480,62,0,3
1,995117946,1,1,0,1,L,0,**,99,45,T,11,1,70,540,42,0,4
1,988690637,1,1,0,1,L,6,40,3,21,Q,#,1,0,980,20,0,3
1,255000184,2,0,0,1,L,0,**,99,55,T,16,1,50,120,54,500,2
1,983308360,2,0,0,1,L,0,**,99,37,T,11,1,50,600,34,500,2
1,963907914,2,0,0,1,L,4,**,3,35,C,11,1,10,5060,31,0,3
99,256629158,1,0,0,1,a,3,33,10,41,N,#,1,0,600,41,0,2
1,253257849,2,0,0,1,a,0,**,99,25,T,#,1,80,1800,25,0,4
1,244527000,2,0,0,1,a,0,34,99,31,N,#,1,50,2160,29,0,2
8,990978688,1,0,1,1,a,0,12,99,19,T,#,1,20,130,16,0,2
1,941253103,1,1,0,1,L,1,4,6,27,T,#,1,40,3917,20,0,3
1,508055371,1,0,0,1,L,0,21,99,54,C,#,1,100,324,42,0,2
1,257939417,2,0,0,1,a,0,27,99,60,K,11,1,30,481,67,0,4
1,515838997,2,0,0,1,L,0,23,99,47,C,12,1,130,120,37,0,4
1,992677722,2,1,0,1,L,0,21,99,48,C,11,1,50,1967,47,500,2
1,251159213,1,1,0,1,L,0,40,99,16,Q,#,1,20,700,45,0,4
1,951296762,2,0,0,1,L,0,**,99,52,T,#,1,100,626,44,0,4
6,257409587,2,0,0,1,L,0,12,99,25,T,#,1,5,2200,25,500,2
17,804949230,2,1,0,1,L,0,34,99,22,N,#,1,80,2329,12,0,2
1,327990633,2,1,0,1,L,0,13,99,37,T,11,1,110,4127,29,0,4
1,309584494,1,0,0,1,L,0,**,99,57,T,12,1,60,480,49,0,2
8,249111561,1,0,0,1,L,0,31,99,20,N,12,1,50,11700,20,500,3
8,995321882,1,0,0,1,L,0,15,99,40,T,#,1,60,1168,39,500,4
1,607429307,#,0,0,1,L,0,26,99,0,K,12,2,100,324,999,0,2
1,969072723,2,1,0,1,L,0,23,99,30,K,#,1,70,2000,27,0,2
1,243207663,2,1,0,1,L,0,**,99,30,Q,11,1,50,296,30,0,2
1,300119308,1,0,0,1,L,1,13,3,50,T,#,1,10,2800,27,0,2
1,947434288,1,0,1,1,L,3,34,10,29,C,#,1,3,130,20,0,2
1,956982979,2,0,0,1,L,0,**,99,60,K,11,1,50,1728,55,0,4
1,965983863,2,0,0,1,L,0,**,99,32,S,11,1,100,324,28,0,4
1,982386910,1,1,0,1,a,0,28,99,27,K,11,1,100,100000,22,0,4
1,965800013,1,0,0,1,L,0,**,99,50,T,11,1,100,500,46,0,4
1,995208053,2,0,0,1,L,3,21,10,47,C,#,1,100,648,46,0,2
1,968172013,1,1,0,1,L,0,23,99,56,C,#,1,60,3748,53,0,2
1,959520334,#,0,0,1,L,0,13,99,0,T,#,2,100,626,999,0,2
1,515379429,2,1,0,1,a,0,**,99,43,C,#,1,80,120,30,0,2
1,253579230,1,0,0,1,L,0,27,99,27,K,#,1,50,3040,26,500,2
1,253986282,1,0,0,1,L,0,**,99,51,N,11,1,30,541,20,500,2
1,803517180,1,1,0,1,L,0,35,99,30,N,#,1,110,1080,16,0,4
99,901974717,1,1,0,1,L,4,47,9,36,Q,#,1,30,1944,18,0,2
1,942123714,1,0,0,1,L,0,12,99,41,T,11,1,100,324,34,0,4
1,503215004,2,0,0,1,L,3,23,10,48,C,#,1,40,2770,29,0,2
1,254303967,2,0,0,1,L,0,**,99,61,Q,#,1,50,120,59,500,4
1,966264952,2,1,0,1,L,0,**,99,53,T,11,1,110,3685,49,0,4
20,309866754,1,1,1,1,L,10,13,3,48,T,#,1,0,1164,40,0,2
1,907190591,1,0,1,1,a,9,23,3,34,Q,#,1,100,324,24,0,2
1,968444073,1,0,0,1,L,0,46,99,9,Q,11,1,100,324,34,0,2
8,953436088,2,1,0,1,L,0,44,99,21,Q,#,1,50,3110,15,0,2
1,969492748,1,0,0,1,L,0,**,99,8,K,12,1,2,1380,39,0,4
1,997267064,2,1,0,1,L,0,23,99,15,C,#,1,20,4827,47,0,4
1,326041355,2,0,0,1,a,0,12,99,35,T,#,1,100,2640,21,0,2
1,242581544,1,0,0,1,L,0,29,99,45,K,#,1,50,2849,45,500,2
1,613465882,1,1,0,1,L,0,28,99,49,K,#,1,70,1960,33,0,2
1,254826902,1,0,0,1,a,0,**,99,25,Q,12,1,30,120,25,0,2
17,953780692,2,1,0,1,L,0,**,99,26,T,#,1,90,1007,18,0,4
8,983591265,2,1,0,1,L,0,12,99,22,T,11,1,50,2140,18,0,3
20,328371585,1,0,0,1,L,4,13,3,33,T,11,1,100,324,23,0,2
1,250305993,2,0,0,1,L,0,6,99,14,H,#,1,20,1,55,0,2
1,201267038,1,0,0,1,L,8,7,3,44,H,#,1,100,216,25,0,2
1,961720225,1,0,0,1,L,0,**,99,54,K,11,1,100,324,50,0,4
1,318743047,2,0,0,1,L,0,13,99,34,T,12,1,100,3716,27,0,2
1,983843340,2,1,0,1,L,0,**,99,22,N,#,1,50,12808,20,0,2
1,947874041,2,0,0,1,L,0,13,99,26,K,12,1,120,730,20,0,4
12,244043224,2,0,0,1,L,1,8,10,42,T,12,1,20,648,42,0,4
1,241906110,2,1,0,1,L,0,4,99,41,H,#,1,90,120,40,500,4
1,995133052,2,0,0,1,L,7,**,3,51,Q,11,1,0,3000,47,0,2
1,251324179,1,1,0,1,L,0,11,99,45,T,11,1,90,540,45,500,4
1,603436024,2,0,0,1,L,0,13,99,40,K,#,1,130,432,22,0,4
1,246808177,1,0,0,1,a,0,**,99,25,T,12,1,80,960,23,0,4
1,906485234,2,0,0,1,L,2,40,7,32,Q,11,1,100,324,22,0,2
99,804594969,2,0,0,1,L,0,33,99,24,N,#,1,100,1300,44,0,4
8,327289469,1,1,0,1,L,4,13,5,43,T,#,1,0,2149,34,0,3
26,253481157,2,0,0,1,a,0,11,99,41,T,#,1,5,240,39,0,4
1,941734046,2,0,0,1,L,0,14,99,33,T,#,1,100,1180,26,0,4
1,249124959,2,0,0,#,#,0,**,99,45,Q,#,1,40,1,45,500,4
1,963061636,2,0,0,1,L,0,24,99,19,C,11,1,100,324,15,0,2
1,600774239,1,0,0,0,L,0,27,99,51,K,#,1,100,1296,31,0,2
17,953940277,1,0,1,1,L,3,22,10,25,C,12,1,0,324,18,0,3
1,513487100,1,1,0,1,R,0,23,99,40,C,#,1,100,17584,23,0,4
1,506296903,2,1,0,1,a,0,23,99,46,C,#,1,80,2466,28,0,2
1,247331444,2,1,0,1,a,0,**,99,36,T,#,1,60,4940,36,0,4
1,954551214,2,0,0,1,L,1,3,7,28,H,11,1,100,392,22,0,2
1,244890927,1,0,0,1,L,0,23,99,41,C,#,1,100,302,41,500,2
10,941251850,2,0,0,1,a,0,34,99,46,N,#,1,100,1100,36,0,4
1,104065191,#,0,0,1,0,0,1,99,0,D,#,1,50,1,36,0,2
1,307929727,1,1,0,1,L,3,13,4,39,T,12,1,0,2678,29,0,2
1,248762704,2,0,0,1,L,0,32,99,25,N,11,1,80,11469,25,0,4
1,247528921,2,1,0,1,a,1,**,10,20,T,#,1,20,7740,20,0,3
1,952705663,1,0,0,1,L,0,14,99,57,T,#,1,100,130,52,0,4
8,956998896,2,1,0,1,a,4,14,5,34,N,11,1,10,540,27,0,3
1,990749258,2,0,0,1,L,0,11,99,50,T,11,1,80,1000,48,0,4
17,328129283,1,0,1,1,L,8,13,5,25,T,12,1,3,2060,17,0,3
28,995221694,2,0,0,1,L,0,27,99,27,K,11,1,60,980,27,500,4
1,251475035,1,1,0,1,L,0,**,99,23,K,12,1,80,540,54,0,4
1,973929342,2,0,0,1,L,0,27,99,27,K,#,1,50,971,57,0,2
1,981819595,2,1,0,1,L,0,**,99,18,T,#,1,20,2700,48,0,90
1,998089541,1,1,0,1,L,0,**,99,34,T,#,1,100,2538,34,500,4
1,253359491,2,1,0,1,L,0,23,99,10,C,#,1,2,480,44,0,2
1,256897021,1,1,0,#,9,0,11,99,27,T,#,1,30,1080,27,500,2
1,946322855,2,0,0,1,L,0,22,99,28,C,#,1,100,324,22,0,2
1,945790887,2,1,0,1,L,0,**,99,47,K,11,1,110,120,41,0,4
1,994487830,1,1,0,1,L,0,22,99,37,T,12,1,50,3240,36,0,2
1,616168313,2,0,0,1,a,0,25,99,22,K,#,1,110,1160,48,0,4
8,614251949,2,1,0,1,L,0,25,99,20,K,#,1,50,2678,40,0,2
17,954031128,1,1,0,1,a,3,13,10,25,T,#,1,3,2187,17,0,2
1,248867223,1,1,0,1,L,0,**,99,47,T,#,1,80,1007,47,500,4
1,973230118,1,1,0,1,L,0,**,99,19,T,#,1,20,480,41,0,4
1,977645482,1,1,0,1,L,0,**,99,36,T,#,1,50,540,33,0,2
99,800698076,1,0,0,1,L,0,34,99,41,N,#,1,70,5205,23,0,2
17,967577896,1,0,0,1,L,9,13,4,23,Q,12,1,3,960,20,0,2
1,243547173,2,0,0,#,#,0,13,99,26,T,11,1,60,756,25,500,4
8,508972669,2,1,0,1,a,0,22,99,69,C,#,1,50,3420,58,0,2
1,954770213,2,0,0,1,L,0,**,99,46,K,11,1,100,1627,38,0,4
1,942770008,2,0,0,1,L,0,12,99,64,T,#,1,50,960,57,0,2
1,992317862,2,1,0,1,9,0,3,99,29,T,12,1,90,220,25,0,4
1,994500899,1,1,0,1,L,0,28,99,19,K,12,1,90,200,18,0,4
6,944204322,2,1,0,1,L,0,13,99,31,T,12,1,90,1366,25,0,4
1,989575450,2,1,0,1,L,3,12,4,32,T,11,1,20,500,28,0,2
17,970741903,2,0,1,1,L,2,13,6,21,T,#,1,30,240,18,0,2
1,318662363,2,1,0,1,L,0,8,99,32,T,#,1,50,3600,24,0,2
1,969173234,2,0,0,1,a,0,26,99,21,K,#,1,100,480,47,0,4
8,953813450,1,1,0,1,a,0,23,99,23,C,12,1,50,120,15,0,2
26,318497591,1,1,1,1,L,10,13,3,37,T,#,1,5,5000,29,0,2
1,984985340,2,0,0,1,L,1,**,7,62,Q,11,1,20,9600,52,0,2
1,246291043,2,0,0,1,a,0,27,99,25,K,12,1,80,250,25,0,4
1,960182288,2,0,0,1,a,0,17,99,20,T,#,1,20,1400,41,0,2
1,991713277,1,1,0,1,L,0,47,99,12,Q,16,1,20,1080,42,500,4
1,944514133,2,0,0,1,a,0,**,99,41,R,11,1,100,855,32,0,4
1,256208919,1,0,1,#,9,2,38,3,22,K,#,1,0,900,22,500,3
1,243894918,2,0,0,1,L,0,46,99,31,Q,#,1,70,240,31,0,4
1,968843790,2,0,1,1,L,0,**,99,30,K,#,1,100,324,27,0,4
99,905264865,1,1,0,1,L,3,40,10,62,Q,#,1,40,3000,47,0,2
8,946906465,2,1,0,1,L,0,14,99,30,T,#,1,50,600,23,0,2
1,961114652,2,1,0,1,L,0,32,99,19,N,#,1,70,1330,44,0,4
1,254678001,2,0,0,1,a,0,**,99,53,K,#,1,5,1,52,0,4
1,257132434,2,1,0,1,a,0,26,99,47,T,11,1,30,9412,47,0,1
17,979227613,2,1,0,1,a,0,47,99,28,K,12,1,50,2980,23,0,2
1,992330725,2,0,0,1,L,0,**,99,60,T,15,1,50,120,59,500,4
1,988527028,2,1,0,1,L,0,46,99,31,Q,11,1,80,1940,30,0,4
1,995512695,2,1,0,#,#,0,**,99,27,T,12,1,50,120,26,500,2
2,972832048,#,0,0,#,#,0,13,99,0,Q,#,2,100,324,999,320,90
1,244853443,1,1,0,1,L,0,**,99,25,N,12,1,90,432,24,0,4
1,996329261,1,1,0,1,L,0,13,99,39,T,#,1,60,540,36,0,4
1,600367501,1,1,0,1,L,0,27,99,53,K,#,1,80,120,31,0,3
1,253234034,1,0,0,1,L,0,33,99,17,N,16,1,20,240,55,500,4
8,991386392,2,1,0,1,a,5,1,3,22,D,12,1,5,1460,19,0,2
1,949026069,2,0,1,1,L,7,13,3,23,T,11,1,0,130,17,0,2
1,956367680,2,0,0,1,L,0,11,99,51,T,#,1,110,38800,43,0,4
1,251387957,2,1,0,1,L,0,21,99,39,C,12,1,50,444,39,0,2
1,700193397,2,1,0,1,L,0,23,99,37,R,#,1,170,470,19,0,4
26,248792681,1,0,0,1,L,0,**,99,46,C,12,1,20,1196,46,0,2
1,977296911,1,0,0,1,L,3,**,4,51,T,11,1,100,2052,46,500,2
10,981766373,2,0,0,1,L,0,13,99,23,T,12,1,120,64,21,500,4
1,258892476,1,1,0,1,L,0,13,99,42,T,12,1,30,540,42,500,4
1,989527685,1,1,0,1,L,3,14,10,43,T,11,1,50,1110,42,0,2
8,259557339,1,0,1,1,a,0,11,99,12,T,#,1,5,1620,12,0,2
1,603616783,1,0,0,1,L,0,30,99,19,K,#,1,120,20,33,0,4
1,991187385,1,0,0,1,L,0,4,99,30,H,15,1,100,324,27,500,4
1,607281500,#,0,0,1,L,0,25,99,0,K,#,2,70,260,999,0,2
1,247564706,2,1,0,1,L,0,40,99,999,Q,11,2,80,400,999,0,2
17,959206577,1,1,1,1,a,6,40,3,27,T,11,1,10,3738,20,0,2
1,253586525,1,1,0,1,L,0,4,99,42,H,#,1,30,216,42,500,4
1,313327539,2,1,0,1,L,0,14,99,44,T,#,1,150,555,26,0,4
1,503744649,1,0,0,1,L,0,22,99,53,C,#,1,60,3201,34,0,2
8,990175836,1,1,0,1,a,0,13,99,28,T,#,1,30,1058,25,0,2
1,603741783,1,1,0,1,L,0,27,99,39,K,#,1,80,11020,21,0,2
1,961674491,1,1,0,1,L,0,**,99,30,T,11,1,90,700,26,0,4
1,507083111,1,1,0,1,a,0,23,99,44,C,#,1,70,5250,28,0,2
99,324952060,1,0,0,1,L,0,14,99,55,T,#,1,100,200,39,0,4
99,987341284,2,0,0,1,a,0,31,99,16,N,#,1,20,850,54,0,2
1,958936755,1,1,0,1,L,0,**,99,22,N,11,1,100,700,17,0,4
1,943514762,2,0,0,1,L,2,40,8,34,Q,#,1,100,13940,27,0,2
1,983612350,1,1,0,1,L,0,46,99,36,Q,11,1,60,2100,34,0,3
1,507190268,1,0,0,1,L,3,23,6,41,C,#,1,30,2000,27,0,2
1,949679446,1,1,0,1,L,0,40,99,25,T,#,1,70,211,19,0,4
1,991986553,2,0,0,1,L,0,36,99,19,S,12,1,80,1,49,0,4
99,995828751,1,0,0,1,R,0,23,99,47,C,#,1,100,324,44,0,4
1,989351642,1,1,0,1,L,0,22,99,10,C,11,1,2,334,32,0,4
1,327341392,#,0,0,1,L,0,14,99,0,T,#,2,70,20000,999,0,2
1,255699491,1,0,0,1,a,0,**,99,20,C,#,1,30,17400,20,0,3
1,984875226,2,1,0,1,a,0,20,99,26,R,12,1,100,360,21,0,4
1,252011765,1,1,0,1,L,0,**,99,70,H,12,1,40,1296,70,500,4
1,989592337,2,1,0,1,L,0,**,99,13,T,#,1,20,324,40,500,4
1,340382361,2,0,0,1,a,0,13,99,40,T,11,1,110,9600,31,0,4
17,967577827,1,0,0,1,L,0,22,99,23,T,11,1,100,324,19,0,4
8,614899371,1,1,0,1,a,0,27,99,34,K,#,1,50,17540,20,0,4
1,250465577,2,0,0,1,L,0,7,99,50,H,16,1,50,1440,48,0,4
1,988938540,2,0,1,1,L,0,**,99,45,D,12,1,20,1,37,0,4
10,968061242,2,1,0,1,L,0,13,99,27,T,11,1,110,1800,23,0,4
1,965453587,1,0,0,1,L,4,9,9,34,T,12,1,0,1909,30,0,2
1,946392607,2,0,0,1,L,1,13,4,17,T,#,1,20,324,39,0,2
1,254317076,2,0,1,1,a,0,43,99,45,Q,12,1,20,19600,67,0,3
1,990687843,2,1,0,1,M,0,14,99,26,T,#,1,100,700,25,0,2
1,983245745,2,2,0,1,L,0,39,99,25,K,11,1,70,1900,23,0,3
8,994854247,2,0,0,1,L,0,13,99,39,T,12,1,70,960,39,500,4
1,989285345,2,0,1,1,L,4,6,6,35,H,16,1,5,120,33,500,2
1,515343874,2,0,0,1,L,0,23,99,23,C,#,1,100,324,43,0,4
22,104117539,2,0,1,1,L,0,1,99,24,D,#,1,50,5710,15,0,2
1,943902652,1,1,1,1,L,10,1,3,50,D,#,1,0,2953,43,0,3
17,953771058,1,0,0,1,L,0,7,99,21,H,#,1,100,1,15,0,4
10,954460202,1,1,0,1,L,0,17,99,13,R,#,1,20,1560,45,0,4
1,963058910,1,0,0,1,L,0,**,99,50,T,12,1,100,324,46,0,4
1,250986915,1,1,0,1,L,0,**,99,48,C,12,1,70,1500,48,0,4
2,103281692,2,0,0,1,L,0,1,99,53,D,#,1,50,315,36,0,3
27,992961326,1,0,0,1,L,9,13,3,20,T,#,1,3,2900,19,0,3
1,965412484,2,0,0,1,L,4,**,6,54,T,11,1,20,2930,50,0,2
1,968100094,1,0,0,1,a,4,**,9,43,T,#,1,3,3000,37,0,2
1,616123894,2,1,0,1,L,0,27,99,31,K,#,1,100,300,23,0,4
1,941231241,2,2,1,1,L,1,40,5,50,Q,#,1,10,1007,43,0,2
1,940660877,1,0,0,1,a,0,**,99,22,C,#,1,90,3620,13,0,2
1,957250498,1,0,0,1,a,0,22,99,45,T,11,1,110,324,38,0,4
21,987629174,2,0,1,1,L,7,1,3,63,D,12,1,0,521,61,0,2
1,966310106,2,0,0,1,a,0,**,99,25,R,11,1,70,490,21,0,2
1,980893966,2,0,0,1,L,3,**,7,47,T,11,1,20,360,44,500,2
8,942212578,2,1,0,1,a,0,13,99,29,T,#,1,40,25518,20,0,2
1,325431295,1,0,1,1,L,9,14,4,50,T,#,1,3,1,38,0,3
1,991365115,1,0,0,1,L,0,**,99,16,K,12,1,20,120,40,500,4
1,965894263,2,0,0,1,L,0,11,99,24,T,12,1,90,2220,20,0,4
8,941291394,2,0,0,1,a,0,27,99,67,K,#,1,50,14600,58,0,2
1,970740492,1,1,1,1,L,7,12,3,48,T,#,1,60,60000,42,0,3
1,991244062,1,0,0,1,L,0,**,99,55,T,12,1,80,120,54,0,4
1,964816408,1,1,0,1,a,9,**,4,24,K,11,1,10,130,18,0,4
1,258576192,2,0,0,1,L,0,**,99,46,K,11,1,30,7220,45,500,2
8,252324877,2,0,0,1,L,0,12,99,69,T,#,1,30,1,69,500,2
1,982472601,2,0,1,1,a,0,44,99,19,Q,#,1,20,378,47,0,2
1,240740364,1,0,0,#,#,0,11,99,48,T,12,1,90,480,47,500,4
21,328536261,1,1,0,1,L,7,11,3,32,T,11,1,10,1496,24,0,2
1,251408797,2,1,0,1,L,0,8,99,40,T,12,1,40,1134,40,500,2
1,241155304,1,1,0,1,L,0,23,99,36,C,#,1,10,1000,33,0,2
6,252750672,1,0,1,1,a,0,40,99,57,Q,12,1,3,1499,20,0,1
1,944664721,2,1,0,1,L,4,13,4,33,T,#,1,10,1380,27,0,2
1,600993084,2,1,0,0,#,0,27,99,53,K,#,1,140,1770,33,0,4
1,241966826,2,0,0,1,L,0,23,99,35,C,11,1,50,960,34,0,3
1,252926617,1,1,0,1,L,0,**,99,12,S,#,1,20,625,37,500,4
8,984614903,2,0,0,1,L,0,11,99,45,T,#,1,100,48400,40,0,4
1,325238109,1,0,0,1,L,0,14,99,38,T,#,1,60,480,24,0,2
1,204819338,2,0,0,1,L,6,7,7,45,H,#,1,3,3000,33,0,2
1,243855759,1,0,0,1,L,0,**,99,41,H,12,1,100,540,41,0,4
1,803968550,1,0,0,1,L,3,34,10,32,N,#,1,100,600,17,0,2
1,951183568,1,0,0,1,a,0,15,99,24,T,11,1,50,130,17,0,2
